,GCA_024169515.1,GCA_918698235.1,GCA_014773485.1
Cluster_4318,,LBGCNHPF_02030,OEIEKCCN_02603
Cluster_4319,OCILAMFM_02925,LBGCNHPF_01481,OEIEKCCN_03100
Cluster_4320,OCILAMFM_02837,LBGCNHPF_02888,OEIEKCCN_03187
Cluster_4321,,,OEIEKCCN_03815
Cluster_4322,OCILAMFM_01454,LBGCNHPF_02736,OEIEKCCN_04254
Cluster_4323,OCILAMFM_01353,LBGCNHPF_02642,OEIEKCCN_04347
Cluster_4324,OCILAMFM_00193,,
Cluster_4325,OCILAMFM_01101,,
Cluster_4326,OCILAMFM_01618,LBGCNHPF_03334,OEIEKCCN_00086
Cluster_4327,OCILAMFM_02504,LBGCNHPF_03770,OEIEKCCN_00170
Cluster_4328,OCILAMFM_01792,LBGCNHPF_04326,OEIEKCCN_00517
Cluster_4329,OCILAMFM_03768,LBGCNHPF_00252,OEIEKCCN_03925;OEIEKCCN_01361
Cluster_4330,OCILAMFM_01118,LBGCNHPF_02020,OEIEKCCN_02593
Cluster_4331,OCILAMFM_00668,LBGCNHPF_03272,OEIEKCCN_03026
Cluster_4332,OCILAMFM_02708,LBGCNHPF_03017,OEIEKCCN_03315
Cluster_4333,OCILAMFM_03562,LBGCNHPF_00483,OEIEKCCN_01147
Cluster_4334,OCILAMFM_04288,LBGCNHPF_04403,
Cluster_4335,,LBGCNHPF_03653,OEIEKCCN_00965
Cluster_4336,OCILAMFM_03716,LBGCNHPF_00293,OEIEKCCN_01314;OEIEKCCN_03878
Cluster_4337,OCILAMFM_03733,LBGCNHPF_00284,OEIEKCCN_01331;OEIEKCCN_03895
Cluster_4338,OCILAMFM_03812,LBGCNHPF_00216,OEIEKCCN_01397;OEIEKCCN_03962
Cluster_4339,OCILAMFM_00029,LBGCNHPF_02468,OEIEKCCN_02161
Cluster_4340,OCILAMFM_00311,LBGCNHPF_01748,OEIEKCCN_02415
Cluster_4341,OCILAMFM_02762,LBGCNHPF_02964,OEIEKCCN_03262
Cluster_4343,,LBGCNHPF_04193,
Cluster_4344,,LBGCNHPF_04205,
Cluster_4345,,LBGCNHPF_04234,
Cluster_4346,,LBGCNHPF_04490,
Cluster_4347,OCILAMFM_00487,,
Cluster_4348,OCILAMFM_03731,,
Cluster_4349,OCILAMFM_04283,,
Cluster_4350,OCILAMFM_02166,LBGCNHPF_00892,OEIEKCCN_01730
Cluster_4351,OCILAMFM_00999,LBGCNHPF_02139,OEIEKCCN_02712
Cluster_4352,OCILAMFM_00912,LBGCNHPF_02237,OEIEKCCN_02796
Cluster_4353,OCILAMFM_00884,LBGCNHPF_02260,OEIEKCCN_02819
Cluster_4354,OCILAMFM_00767,LBGCNHPF_03888,OEIEKCCN_02931
Cluster_4355,,LBGCNHPF_03836,OEIEKCCN_02982
Cluster_4356,,LBGCNHPF_03034,OEIEKCCN_03332
Cluster_4357,OCILAMFM_03923,LBGCNHPF_00103,OEIEKCCN_03534;OEIEKCCN_04091
Cluster_4358,OCILAMFM_03946,,OEIEKCCN_04114;OEIEKCCN_03557
Cluster_4359,OCILAMFM_01511,LBGCNHPF_02808,OEIEKCCN_04547
Cluster_4360,,LBGCNHPF_00457,
Cluster_4361,,LBGCNHPF_04239,
Cluster_4362,OCILAMFM_00488,,
Cluster_4363,OCILAMFM_00724,,
Cluster_4364,OCILAMFM_02209,,
Cluster_4365,OCILAMFM_02693,,
Cluster_4366,OCILAMFM_00560,LBGCNHPF_01961,OEIEKCCN_00434
Cluster_4367,OCILAMFM_00575,LBGCNHPF_01975,OEIEKCCN_00448
Cluster_4368,OCILAMFM_01799,LBGCNHPF_04333,OEIEKCCN_00510
Cluster_4369,OCILAMFM_03072,LBGCNHPF_01321,OEIEKCCN_00720
Cluster_4370,,LBGCNHPF_01149,OEIEKCCN_00892
Cluster_4371,OCILAMFM_03401,LBGCNHPF_03674,OEIEKCCN_00988
Cluster_4372,OCILAMFM_02172,LBGCNHPF_00898,OEIEKCCN_01724
Cluster_4373,OCILAMFM_01864,LBGCNHPF_00632,OEIEKCCN_01989
Cluster_4374,OCILAMFM_01849,LBGCNHPF_00618,OEIEKCCN_02003
Cluster_4375,OCILAMFM_00758,LBGCNHPF_03879,OEIEKCCN_02940
Cluster_4376,OCILAMFM_02585,LBGCNHPF_03144,OEIEKCCN_03441
Cluster_4377,OCILAMFM_03930,LBGCNHPF_00096,OEIEKCCN_04098;OEIEKCCN_03541
Cluster_4378,,LBGCNHPF_00038,OEIEKCCN_04156;OEIEKCCN_03599
Cluster_4379,OCILAMFM_01558,LBGCNHPF_02852,OEIEKCCN_04591
Cluster_4380,OCILAMFM_01581,LBGCNHPF_02876,OEIEKCCN_04615
Cluster_4381,OCILAMFM_00715,,
Cluster_4382,OCILAMFM_02270,,
Cluster_4383,OCILAMFM_00554,LBGCNHPF_01948,OEIEKCCN_00421
Cluster_4384,OCILAMFM_03643,LBGCNHPF_00371,OEIEKCCN_01238
Cluster_4385,OCILAMFM_02439,LBGCNHPF_03997,OEIEKCCN_01466
Cluster_4386,OCILAMFM_01839,LBGCNHPF_00607,OEIEKCCN_02013
Cluster_4387,,,OEIEKCCN_03785
Cluster_4388,,LBGCNHPF_04199,
Cluster_4389,,LBGCNHPF_04228,
Cluster_4390,,LBGCNHPF_04262,
Cluster_4391,,LBGCNHPF_04517,
Cluster_4392,OCILAMFM_03126,LBGCNHPF_01683,
Cluster_4393,OCILAMFM_01170,LBGCNHPF_04384,OEIEKCCN_00532
Cluster_4394,OCILAMFM_03203,LBGCNHPF_01246,OEIEKCCN_00795
Cluster_4395,OCILAMFM_01060,LBGCNHPF_02078,OEIEKCCN_02651
Cluster_4396,OCILAMFM_02911,LBGCNHPF_01495,OEIEKCCN_03114
Cluster_4397,OCILAMFM_04006,LBGCNHPF_00020,OEIEKCCN_03617;OEIEKCCN_04174
Cluster_4398,OCILAMFM_refound_2,,OEIEKCCN_03637;OEIEKCCN_04194
Cluster_4399,OCILAMFM_01512,LBGCNHPF_02809,OEIEKCCN_04548
Cluster_4400,,LBGCNHPF_04453,
Cluster_4401,OCILAMFM_00564,LBGCNHPF_01965,OEIEKCCN_00438
Cluster_4402,OCILAMFM_01191,LBGCNHPF_04362,OEIEKCCN_00554
Cluster_4403,OCILAMFM_03530,LBGCNHPF_00516,OEIEKCCN_01114
Cluster_4404,OCILAMFM_00817,LBGCNHPF_02325,OEIEKCCN_02884
Cluster_4405,OCILAMFM_02666,LBGCNHPF_03062,OEIEKCCN_03360
Cluster_4406,,,OEIEKCCN_04209
Cluster_4408,OCILAMFM_02319,LBGCNHPF_01046,OEIEKCCN_01582
Cluster_4409,OCILAMFM_04362,LBGCNHPF_04132,OEIEKCCN_00348
Cluster_4410,OCILAMFM_00520,LBGCNHPF_01915,OEIEKCCN_00388
Cluster_4411,OCILAMFM_00525,LBGCNHPF_01920,OEIEKCCN_00393
Cluster_4412,OCILAMFM_03548,LBGCNHPF_00498,OEIEKCCN_01132
Cluster_4413,OCILAMFM_02334,LBGCNHPF_01061,OEIEKCCN_01567
Cluster_4414,,LBGCNHPF_00864,OEIEKCCN_01758
Cluster_4415,,LBGCNHPF_03166,OEIEKCCN_03463
Cluster_4416,OCILAMFM_03908,LBGCNHPF_00118,OEIEKCCN_04077;OEIEKCCN_03520
Cluster_4417,OCILAMFM_03963,LBGCNHPF_00063,OEIEKCCN_03574;OEIEKCCN_04131
Cluster_4418,,LBGCNHPF_01666,
Cluster_4419,,LBGCNHPF_04491,
Cluster_4420,OCILAMFM_02158,,
Cluster_4421,OCILAMFM_04439,LBGCNHPF_04143,OEIEKCCN_00359
Cluster_4422,OCILAMFM_03204,LBGCNHPF_01245,OEIEKCCN_00796
Cluster_4423,OCILAMFM_02443,LBGCNHPF_04001,OEIEKCCN_01462
Cluster_4424,OCILAMFM_03929,LBGCNHPF_00097,OEIEKCCN_04097;OEIEKCCN_03540
Cluster_4425,,LBGCNHPF_02414,
Cluster_4426,,LBGCNHPF_04249,
Cluster_4427,OCILAMFM_00519,LBGCNHPF_01914,OEIEKCCN_00387
Cluster_4428,OCILAMFM_02493,LBGCNHPF_03781,OEIEKCCN_00159
Cluster_4429,OCILAMFM_00602,LBGCNHPF_03201,OEIEKCCN_00469
Cluster_4430,OCILAMFM_03181,LBGCNHPF_01268,OEIEKCCN_00773
Cluster_4431,OCILAMFM_02614,LBGCNHPF_03113,OEIEKCCN_03410
Cluster_4432,OCILAMFM_04131,LBGCNHPF_03500,OEIEKCCN_03835
Cluster_4433,OCILAMFM_01251,LBGCNHPF_03573,OEIEKCCN_04448
Cluster_4434,OCILAMFM_01577,LBGCNHPF_02872,OEIEKCCN_04611
Cluster_4435,,LBGCNHPF_01669,
Cluster_4436,,LBGCNHPF_03647,
Cluster_4437,OCILAMFM_00622,LBGCNHPF_03227,OEIEKCCN_03071
Cluster_4438,OCILAMFM_02561,,
Cluster_4439,OCILAMFM_03138,,
Cluster_4440,OCILAMFM_03340,LBGCNHPF_01103,OEIEKCCN_00916
Cluster_4441,OCILAMFM_03783,LBGCNHPF_00237,OEIEKCCN_01376;OEIEKCCN_03940
Cluster_4442,OCILAMFM_02186,LBGCNHPF_00913,OEIEKCCN_01709
Cluster_4443,OCILAMFM_01120,LBGCNHPF_02018,OEIEKCCN_02591
Cluster_4444,OCILAMFM_01044,LBGCNHPF_02094,OEIEKCCN_02667
Cluster_4445,OCILAMFM_02717,LBGCNHPF_03008,OEIEKCCN_03306
Cluster_4446,OCILAMFM_02652,LBGCNHPF_03076,OEIEKCCN_03374
Cluster_4447,OCILAMFM_04009,LBGCNHPF_00017,OEIEKCCN_03620;OEIEKCCN_04177
Cluster_4448,,LBGCNHPF_04242,
Cluster_4449,,LBGCNHPF_04417,
Cluster_4450,OCILAMFM_03434,LBGCNHPF_03707,OEIEKCCN_01021
Cluster_4451,OCILAMFM_02434,LBGCNHPF_03992,OEIEKCCN_01471
Cluster_4452,OCILAMFM_02032,LBGCNHPF_00805,OEIEKCCN_01817
Cluster_4453,OCILAMFM_01880,LBGCNHPF_00649,OEIEKCCN_01972
Cluster_4454,OCILAMFM_00033,LBGCNHPF_02472,OEIEKCCN_02165
Cluster_4455,OCILAMFM_01032,LBGCNHPF_02106,OEIEKCCN_02679
Cluster_4456,OCILAMFM_00653,LBGCNHPF_03258,OEIEKCCN_03040
Cluster_4457,,,OEIEKCCN_03080
Cluster_4458,OCILAMFM_01404,LBGCNHPF_02689,OEIEKCCN_04300
Cluster_4459,,LBGCNHPF_01931,OEIEKCCN_00404
Cluster_4460,OCILAMFM_01184,LBGCNHPF_04369,OEIEKCCN_00547
Cluster_4461,OCILAMFM_02411,LBGCNHPF_03969,OEIEKCCN_01494
Cluster_4462,OCILAMFM_02076,LBGCNHPF_00847,OEIEKCCN_01775
Cluster_4463,OCILAMFM_01885,LBGCNHPF_00654,OEIEKCCN_01967
Cluster_4464,OCILAMFM_01117,LBGCNHPF_02021,OEIEKCCN_02594
Cluster_4465,OCILAMFM_01016,LBGCNHPF_02122,OEIEKCCN_02695
Cluster_4466,OCILAMFM_01302,LBGCNHPF_02599,OEIEKCCN_04398
Cluster_4467,,LBGCNHPF_02195,
Cluster_4468,,LBGCNHPF_04164,
Cluster_4469,,LBGCNHPF_04489,
Cluster_4470,OCILAMFM_00339,,
Cluster_4471,OCILAMFM_00537,,
Cluster_4472,OCILAMFM_02079,,
Cluster_4473,OCILAMFM_02198,,
Cluster_4474,OCILAMFM_02202,,
Cluster_4475,OCILAMFM_03421,LBGCNHPF_03694,OEIEKCCN_01008
Cluster_4476,OCILAMFM_03425,LBGCNHPF_03698,OEIEKCCN_01012
Cluster_4477,OCILAMFM_01013,LBGCNHPF_02125,OEIEKCCN_02698
Cluster_4478,OCILAMFM_00936,LBGCNHPF_02213,OEIEKCCN_02772
Cluster_4479,OCILAMFM_02887,LBGCNHPF_01519,OEIEKCCN_03138
Cluster_4480,OCILAMFM_02823,LBGCNHPF_02902,OEIEKCCN_03201
Cluster_4481,OCILAMFM_02802,LBGCNHPF_02923,OEIEKCCN_03222
Cluster_4482,OCILAMFM_04132,LBGCNHPF_03501,OEIEKCCN_03836
Cluster_4483,OCILAMFM_01349,LBGCNHPF_02638,OEIEKCCN_04351
Cluster_4484,,LBGCNHPF_01645,
Cluster_4485,OCILAMFM_03120,LBGCNHPF_01688,
Cluster_4486,OCILAMFM_01018,LBGCNHPF_02120,OEIEKCCN_02693
Cluster_4487,OCILAMFM_01535,LBGCNHPF_02832,
Cluster_4488,,LBGCNHPF_04498,
Cluster_4489,OCILAMFM_04381,,
Cluster_4490,OCILAMFM_00550,LBGCNHPF_01944,OEIEKCCN_00417
Cluster_4491,OCILAMFM_01174,LBGCNHPF_04380,OEIEKCCN_00536
Cluster_4492,OCILAMFM_03105,LBGCNHPF_01293,OEIEKCCN_00748
Cluster_4493,OCILAMFM_02371,,OEIEKCCN_01532
Cluster_4494,OCILAMFM_02062,LBGCNHPF_00835,OEIEKCCN_01787
Cluster_4495,OCILAMFM_01004,LBGCNHPF_02134,OEIEKCCN_02707
Cluster_4496,OCILAMFM_00722,LBGCNHPF_03843,OEIEKCCN_02975
Cluster_4497,OCILAMFM_01208,LBGCNHPF_03530,OEIEKCCN_04493
Cluster_4498,,LBGCNHPF_04467,
Cluster_4499,OCILAMFM_01536,,
Cluster_4500,OCILAMFM_04408,,
Cluster_4501,OCILAMFM_02463,LBGCNHPF_03810,OEIEKCCN_00130
Cluster_4502,OCILAMFM_01738,LBGCNHPF_04035,OEIEKCCN_00265
Cluster_4503,,LBGCNHPF_04094,OEIEKCCN_00308
Cluster_4504,OCILAMFM_01790,LBGCNHPF_04324,OEIEKCCN_00519
Cluster_4506,OCILAMFM_00229,LBGCNHPF_01611,OEIEKCCN_02334
Cluster_4507,,LBGCNHPF_01770,OEIEKCCN_02437
Cluster_4508,OCILAMFM_00446,LBGCNHPF_01873,OEIEKCCN_02540
Cluster_4509,OCILAMFM_02737,LBGCNHPF_02988,OEIEKCCN_03286
Cluster_4510,OCILAMFM_01566,LBGCNHPF_02860,OEIEKCCN_04599
Cluster_4511,,LBGCNHPF_01660,
Cluster_4512,OCILAMFM_02139,,
Cluster_4513,OCILAMFM_04350,,
Cluster_4514,OCILAMFM_04416,,
Cluster_4515,OCILAMFM_02386,LBGCNHPF_03944,OEIEKCCN_01519
Cluster_4516,OCILAMFM_00432,LBGCNHPF_01859,OEIEKCCN_02526
Cluster_4517,,LBGCNHPF_03845,OEIEKCCN_02973
Cluster_4518,OCILAMFM_02755,LBGCNHPF_02971,OEIEKCCN_03269
Cluster_4519,OCILAMFM_02741,LBGCNHPF_02984,OEIEKCCN_03282
Cluster_4520,OCILAMFM_02628,LBGCNHPF_03099,OEIEKCCN_03397
Cluster_4521,OCILAMFM_04081,LBGCNHPF_03445,OEIEKCCN_03719
Cluster_4522,OCILAMFM_00341,,
Cluster_4523,OCILAMFM_00469,,
Cluster_4524,OCILAMFM_00570,,
Cluster_4525,OCILAMFM_01964,,
Cluster_4526,OCILAMFM_03141,,
Cluster_4527,,LBGCNHPF_03776,OEIEKCCN_00164
Cluster_4528,OCILAMFM_03064,LBGCNHPF_01329,OEIEKCCN_00712
Cluster_4529,OCILAMFM_02277,LBGCNHPF_01004,OEIEKCCN_01624
Cluster_4530,OCILAMFM_02224,LBGCNHPF_00940,OEIEKCCN_01682
Cluster_4531,OCILAMFM_00798,LBGCNHPF_03918,OEIEKCCN_02901
Cluster_4532,OCILAMFM_02641,LBGCNHPF_03086,OEIEKCCN_03384
Cluster_4533,,,OEIEKCCN_04465
Cluster_4534,,LBGCNHPF_00454,
Cluster_4536,,LBGCNHPF_04401,
Cluster_4537,,LBGCNHPF_04524,
Cluster_4538,OCILAMFM_01555,,
Cluster_4539,OCILAMFM_02498,,
Cluster_4540,OCILAMFM_00538,LBGCNHPF_01932,OEIEKCCN_00405
Cluster_4541,,,OEIEKCCN_00595
Cluster_4542,OCILAMFM_02975,LBGCNHPF_01428,OEIEKCCN_00615
Cluster_4543,,,OEIEKCCN_00963
Cluster_4544,OCILAMFM_03639,LBGCNHPF_00375,OEIEKCCN_01234
Cluster_4545,OCILAMFM_03928,LBGCNHPF_00098,OEIEKCCN_04096;OEIEKCCN_03539
Cluster_4546,OCILAMFM_01205,LBGCNHPF_03527,OEIEKCCN_04496
Cluster_4547,,LBGCNHPF_03178,
Cluster_4548,OCILAMFM_01173,LBGCNHPF_04381,OEIEKCCN_00535
Cluster_4549,OCILAMFM_01188,LBGCNHPF_04365,OEIEKCCN_00551
Cluster_4550,,LBGCNHPF_02060,OEIEKCCN_02633
Cluster_4551,OCILAMFM_04115,LBGCNHPF_03484,OEIEKCCN_03757
Cluster_4552,,,OEIEKCCN_04464
Cluster_4553,,LBGCNHPF_01642,
Cluster_4554,,LBGCNHPF_04213,
Cluster_4555,OCILAMFM_02197,,
Cluster_4556,OCILAMFM_04323,,
Cluster_4557,OCILAMFM_03234,LBGCNHPF_01215,OEIEKCCN_00826
Cluster_4558,,LBGCNHPF_00350,OEIEKCCN_01259
Cluster_4559,OCILAMFM_00358,LBGCNHPF_01787,OEIEKCCN_02454
Cluster_4560,OCILAMFM_01014,LBGCNHPF_02124,OEIEKCCN_02697
Cluster_4561,,LBGCNHPF_02343,
Cluster_4562,OCILAMFM_01795,LBGCNHPF_04329,OEIEKCCN_00514
Cluster_4563,OCILAMFM_03339,LBGCNHPF_01104,OEIEKCCN_00915
Cluster_4564,OCILAMFM_03465,LBGCNHPF_00578,OEIEKCCN_01052
Cluster_4565,OCILAMFM_02342,LBGCNHPF_01069,OEIEKCCN_01559
Cluster_4566,OCILAMFM_02106,,OEIEKCCN_01744
Cluster_4567,OCILAMFM_00214,LBGCNHPF_01596,OEIEKCCN_02319
Cluster_4568,,LBGCNHPF_04157,
Cluster_4569,,LBGCNHPF_04495,
Cluster_4570,OCILAMFM_03156,,
Cluster_4571,OCILAMFM_00507,LBGCNHPF_01901,OEIEKCCN_00374
Cluster_4572,OCILAMFM_00593,LBGCNHPF_03192,OEIEKCCN_00478
Cluster_4573,OCILAMFM_03541,LBGCNHPF_00505,OEIEKCCN_01125
Cluster_4574,OCILAMFM_02374,LBGCNHPF_04475,OEIEKCCN_01530
Cluster_4575,OCILAMFM_02325,LBGCNHPF_01052,OEIEKCCN_01576
Cluster_4576,,LBGCNHPF_03219,OEIEKCCN_03078
Cluster_4577,OCILAMFM_02720,LBGCNHPF_03005,OEIEKCCN_03303
Cluster_4578,OCILAMFM_01479,LBGCNHPF_02774,OEIEKCCN_04513
Cluster_4579,,LBGCNHPF_02185,
Cluster_4580,,LBGCNHPF_04212,
Cluster_4581,,LBGCNHPF_04314,
Cluster_4582,,LBGCNHPF_04458,
Cluster_4583,OCILAMFM_04370,,
Cluster_4584,,,OEIEKCCN_00567;OEIEKCCN_02041
Cluster_4585,OCILAMFM_03262,LBGCNHPF_01185,OEIEKCCN_00856
Cluster_4586,OCILAMFM_02064,LBGCNHPF_00837,OEIEKCCN_01785
Cluster_4587,,LBGCNHPF_02198,OEIEKCCN_02758
Cluster_4588,OCILAMFM_00926,LBGCNHPF_02223,OEIEKCCN_02782
Cluster_4589,OCILAMFM_00632,LBGCNHPF_03237,OEIEKCCN_03061
Cluster_4590,OCILAMFM_02699,LBGCNHPF_03028,OEIEKCCN_03326
Cluster_4591,,,OEIEKCCN_03766
Cluster_4592,OCILAMFM_01314,LBGCNHPF_02606,OEIEKCCN_04391
Cluster_4593,OCILAMFM_01207,LBGCNHPF_03529,OEIEKCCN_04494
Cluster_4594,OCILAMFM_04394,LBGCNHPF_04108,OEIEKCCN_00322
Cluster_4595,OCILAMFM_01177,LBGCNHPF_04377,OEIEKCCN_00539
Cluster_4596,OCILAMFM_01033,LBGCNHPF_02105,OEIEKCCN_02678
Cluster_4597,OCILAMFM_02756,LBGCNHPF_02970,OEIEKCCN_03268
Cluster_4598,OCILAMFM_02710,LBGCNHPF_03015,OEIEKCCN_03313
Cluster_4599,OCILAMFM_03950,LBGCNHPF_00076,OEIEKCCN_03561;OEIEKCCN_04118
Cluster_4600,,LBGCNHPF_02833,OEIEKCCN_04571
Cluster_4601,OCILAMFM_03135,LBGCNHPF_01672,
Cluster_4602,,LBGCNHPF_04220,
Cluster_4603,,LBGCNHPF_04313,
Cluster_4604,OCILAMFM_01705,LBGCNHPF_03417,OEIEKCCN_00004
Cluster_4605,OCILAMFM_refound_3,LBGCNHPF_04371,OEIEKCCN_00545
Cluster_4606,OCILAMFM_03410,LBGCNHPF_03683,OEIEKCCN_00997
Cluster_4607,OCILAMFM_00275,LBGCNHPF_01712,OEIEKCCN_02379
Cluster_4608,OCILAMFM_00452,LBGCNHPF_01879,OEIEKCCN_02546
Cluster_4609,OCILAMFM_02629,LBGCNHPF_03098,OEIEKCCN_03396
Cluster_4610,OCILAMFM_00919,LBGCNHPF_02230,OEIEKCCN_02789
Cluster_4611,,LBGCNHPF_04204,
Cluster_4612,,LBGCNHPF_04287,
Cluster_4613,,LBGCNHPF_04437,
Cluster_4614,OCILAMFM_00964,,
Cluster_4615,OCILAMFM_04042,,OEIEKCCN_03664
Cluster_4616,OCILAMFM_04179,,
Cluster_4617,OCILAMFM_02549,LBGCNHPF_03727,OEIEKCCN_00214
Cluster_4618,OCILAMFM_04431,LBGCNHPF_04151,OEIEKCCN_00367
Cluster_4619,OCILAMFM_03233,LBGCNHPF_01216,OEIEKCCN_00825
Cluster_4620,OCILAMFM_03471,LBGCNHPF_00574,OEIEKCCN_01056
Cluster_4621,,,OEIEKCCN_01696
Cluster_4622,OCILAMFM_03952,LBGCNHPF_00074,OEIEKCCN_03563;OEIEKCCN_04120
Cluster_4623,,,OEIEKCCN_03814
Cluster_4624,,,OEIEKCCN_03819
Cluster_4625,,LBGCNHPF_04160,
Cluster_4626,OCILAMFM_01992,,
Cluster_4627,OCILAMFM_02146,,
Cluster_4628,OCILAMFM_03296,LBGCNHPF_01155,OEIEKCCN_00886
Cluster_4629,OCILAMFM_03610,LBGCNHPF_00404,OEIEKCCN_01205
Cluster_4630,OCILAMFM_03823,LBGCNHPF_00205,OEIEKCCN_03973;OEIEKCCN_01408
Cluster_4631,OCILAMFM_02379,LBGCNHPF_03937,OEIEKCCN_01526
Cluster_4632,OCILAMFM_02044,LBGCNHPF_00817,OEIEKCCN_01805
Cluster_4633,OCILAMFM_00987,LBGCNHPF_02151,OEIEKCCN_02724
Cluster_4634,OCILAMFM_02824,LBGCNHPF_02901,OEIEKCCN_03200
Cluster_4635,OCILAMFM_04113,LBGCNHPF_03482,OEIEKCCN_03755
Cluster_4636,,LBGCNHPF_04222,
Cluster_4637,,LBGCNHPF_04250,
Cluster_4638,,LBGCNHPF_04549;LBGCNHPF_04514;LBGCNHPF_04485,
Cluster_4639,OCILAMFM_00617,,
Cluster_4640,OCILAMFM_01949,,
Cluster_4641,,LBGCNHPF_03216,OEIEKCCN_00454
Cluster_4642,OCILAMFM_03503,LBGCNHPF_00543,OEIEKCCN_01087
Cluster_4643,OCILAMFM_02405,LBGCNHPF_03963,OEIEKCCN_01500
Cluster_4644,OCILAMFM_02089,LBGCNHPF_00860,OEIEKCCN_01762
Cluster_4645,OCILAMFM_01972,LBGCNHPF_00753,OEIEKCCN_01869
Cluster_4646,OCILAMFM_00288,LBGCNHPF_01725,OEIEKCCN_02392
Cluster_4647,OCILAMFM_00805,LBGCNHPF_02335,OEIEKCCN_02894
Cluster_4648,,,OEIEKCCN_03638;OEIEKCCN_04195
Cluster_4649,,LBGCNHPF_04280,
Cluster_4650,,LBGCNHPF_04545,
Cluster_4651,OCILAMFM_04271,,
Cluster_4652,OCILAMFM_04304,,
Cluster_4653,OCILAMFM_03114,LBGCNHPF_01284,OEIEKCCN_00757
Cluster_4654,OCILAMFM_03699,LBGCNHPF_00315,OEIEKCCN_01293
Cluster_4655,,,OEIEKCCN_01456
Cluster_4656,,LBGCNHPF_00883,OEIEKCCN_01738
Cluster_4657,,LBGCNHPF_01629,
Cluster_4658,,LBGCNHPF_01640,
Cluster_4659,,LBGCNHPF_04174,
Cluster_4660,OCILAMFM_00470,,
Cluster_4661,OCILAMFM_00524,,
Cluster_4662,OCILAMFM_03160,,
Cluster_4663,OCILAMFM_01710,LBGCNHPF_04007,OEIEKCCN_00293
Cluster_4664,,LBGCNHPF_01919,OEIEKCCN_00392
Cluster_4665,OCILAMFM_00585,LBGCNHPF_03183,OEIEKCCN_00487
Cluster_4666,OCILAMFM_02063,LBGCNHPF_00836,OEIEKCCN_01786
Cluster_4667,OCILAMFM_00346,LBGCNHPF_01775,OEIEKCCN_02442
Cluster_4668,OCILAMFM_00419,LBGCNHPF_01847,OEIEKCCN_02514
Cluster_4669,OCILAMFM_00947,LBGCNHPF_02202,OEIEKCCN_02762
Cluster_4670,OCILAMFM_02622,LBGCNHPF_03105,OEIEKCCN_03402
Cluster_4671,OCILAMFM_02613,LBGCNHPF_03114,OEIEKCCN_03411
Cluster_4672,OCILAMFM_03910,LBGCNHPF_00116,OEIEKCCN_03522;OEIEKCCN_04079
Cluster_4673,OCILAMFM_03964,LBGCNHPF_00062,OEIEKCCN_04132;OEIEKCCN_03575
Cluster_4674,,,OEIEKCCN_04235
Cluster_4675,OCILAMFM_02462,LBGCNHPF_03811,OEIEKCCN_00129
Cluster_4676,,LBGCNHPF_04261,
Cluster_4677,,LBGCNHPF_04463,
Cluster_4678,OCILAMFM_01616,LBGCNHPF_03332,OEIEKCCN_00088
Cluster_4679,OCILAMFM_03788,,
Cluster_4680,OCILAMFM_02476,LBGCNHPF_03798,OEIEKCCN_00142
Cluster_4681,OCILAMFM_00561,LBGCNHPF_01962,OEIEKCCN_00435
Cluster_4682,OCILAMFM_03467,LBGCNHPF_00576,OEIEKCCN_01054
Cluster_4683,OCILAMFM_00815,LBGCNHPF_02327,OEIEKCCN_02886
Cluster_4684,,,OEIEKCCN_03342
Cluster_4685,OCILAMFM_01352,LBGCNHPF_02641,OEIEKCCN_04348
Cluster_4686,,LBGCNHPF_01685,
Cluster_4687,OCILAMFM_02367,LBGCNHPF_04530,
Cluster_4688,OCILAMFM_00547,LBGCNHPF_01941,OEIEKCCN_00414
Cluster_4689,OCILAMFM_01193,LBGCNHPF_04360,OEIEKCCN_00556
Cluster_4690,,LBGCNHPF_01198,OEIEKCCN_00843
Cluster_4691,OCILAMFM_02245,LBGCNHPF_00967,OEIEKCCN_01661
Cluster_4692,OCILAMFM_04211,LBGCNHPF_02385,OEIEKCCN_02079
Cluster_4693,OCILAMFM_01064,LBGCNHPF_02074,OEIEKCCN_02647
Cluster_4694,OCILAMFM_00963,LBGCNHPF_02187,OEIEKCCN_02747
Cluster_4695,OCILAMFM_01375,LBGCNHPF_02663,OEIEKCCN_04326
Cluster_4696,OCILAMFM_02122,,
Cluster_4697,OCILAMFM_03154,,
Cluster_4698,OCILAMFM_04174,,
Cluster_4699,OCILAMFM_01723,LBGCNHPF_04020,OEIEKCCN_00280
Cluster_4700,OCILAMFM_00806,LBGCNHPF_02334,OEIEKCCN_02893
Cluster_4701,OCILAMFM_00729,LBGCNHPF_03850,OEIEKCCN_02968
Cluster_4702,OCILAMFM_02645,LBGCNHPF_03081,OEIEKCCN_03379
Cluster_4703,OCILAMFM_02598,LBGCNHPF_03131,OEIEKCCN_03428
Cluster_4704,OCILAMFM_02578,LBGCNHPF_03151,OEIEKCCN_03448
Cluster_4705,,LBGCNHPF_03720,OEIEKCCN_03478
Cluster_4706,,,OEIEKCCN_03823
Cluster_4707,OCILAMFM_01337,LBGCNHPF_02629,OEIEKCCN_04368
Cluster_4708,,LBGCNHPF_01134,
Cluster_4709,,LBGCNHPF_04238,
Cluster_4710,OCILAMFM_00466,,
Cluster_4711,OCILAMFM_01963,,
