,GCA_024169515.1,GCA_918698235.1,GCA_014773485.1
Cluster_1241,OCILAMFM_03224,LBGCNHPF_01225,OEIEKCCN_00816
Cluster_1242,OCILAMFM_02178,LBGCNHPF_00904,OEIEKCCN_01718
Cluster_1243,OCILAMFM_00269,LBGCNHPF_01706,OEIEKCCN_02373
Cluster_1244,OCILAMFM_00276,LBGCNHPF_01713,OEIEKCCN_02380
Cluster_1245,OCILAMFM_02885,LBGCNHPF_01521,OEIEKCCN_03140
Cluster_1246,OCILAMFM_01544,LBGCNHPF_02840,OEIEKCCN_04579
Cluster_1247,OCILAMFM_01639,,
Cluster_1248,OCILAMFM_02450,LBGCNHPF_03821,OEIEKCCN_00119
Cluster_1249,OCILAMFM_03739,LBGCNHPF_00279,OEIEKCCN_03900;OEIEKCCN_01336
Cluster_1250,OCILAMFM_02108,LBGCNHPF_00879,OEIEKCCN_01742
Cluster_1251,,LBGCNHPF_00672,OEIEKCCN_01949
Cluster_1252,OCILAMFM_01038,LBGCNHPF_02100,OEIEKCCN_02673
Cluster_1253,OCILAMFM_00732,LBGCNHPF_03853,OEIEKCCN_02966
Cluster_1254,OCILAMFM_03974,LBGCNHPF_00052,OEIEKCCN_04142;OEIEKCCN_03585
Cluster_1255,OCILAMFM_01385,LBGCNHPF_02673,OEIEKCCN_04316
Cluster_1256,OCILAMFM_01903,,
Cluster_1257,OCILAMFM_03320,,
Cluster_1258,OCILAMFM_02473,LBGCNHPF_03801,OEIEKCCN_00139
Cluster_1259,OCILAMFM_02961,LBGCNHPF_01441,OEIEKCCN_00602
Cluster_1260,,,OEIEKCCN_03682
Cluster_1261,OCILAMFM_03666,LBGCNHPF_00349,OEIEKCCN_01260
Cluster_1262,OCILAMFM_02228,LBGCNHPF_00944,OEIEKCCN_01678
Cluster_1263,OCILAMFM_00007,LBGCNHPF_02444,OEIEKCCN_02137
Cluster_1264,OCILAMFM_00685,LBGCNHPF_03289,OEIEKCCN_03009
Cluster_1265,,LBGCNHPF_04295,
Cluster_1266,OCILAMFM_04310;OCILAMFM_04305,,
Cluster_1267,OCILAMFM_03750,LBGCNHPF_00270,OEIEKCCN_01345;OEIEKCCN_03909
Cluster_1268,OCILAMFM_03766,LBGCNHPF_00254,OEIEKCCN_01359;OEIEKCCN_03923
Cluster_1269,OCILAMFM_01944,LBGCNHPF_00712,OEIEKCCN_01910
Cluster_1270,OCILAMFM_01854,LBGCNHPF_00623,OEIEKCCN_01998
Cluster_1271,OCILAMFM_00749,LBGCNHPF_03870,OEIEKCCN_02949
Cluster_1272,OCILAMFM_02937,LBGCNHPF_01466,OEIEKCCN_03085
Cluster_1273,OCILAMFM_02921,LBGCNHPF_01485,OEIEKCCN_03104
Cluster_1274,OCILAMFM_01789;OCILAMFM_01202,LBGCNHPF_refound_1,OEIEKCCN_refound_1
Cluster_1275,OCILAMFM_03449,LBGCNHPF_00595,OEIEKCCN_01036
Cluster_1276,OCILAMFM_00258,LBGCNHPF_01695,OEIEKCCN_02362
Cluster_1277,,,OEIEKCCN_03865
Cluster_1278,OCILAMFM_04426,LBGCNHPF_04085,OEIEKCCN_00299
Cluster_1279,OCILAMFM_03407,LBGCNHPF_03680,OEIEKCCN_00994
Cluster_1280,OCILAMFM_02221,LBGCNHPF_00937,OEIEKCCN_01685
Cluster_1281,OCILAMFM_04252,LBGCNHPF_02424,OEIEKCCN_02117
Cluster_1282,OCILAMFM_00215,LBGCNHPF_01597,OEIEKCCN_02320
Cluster_1283,OCILAMFM_00855,LBGCNHPF_02289,OEIEKCCN_02848
Cluster_1284,OCILAMFM_02828,LBGCNHPF_02897,OEIEKCCN_03196
Cluster_1285,OCILAMFM_02566,LBGCNHPF_03163,OEIEKCCN_03460
Cluster_1286,OCILAMFM_03992,LBGCNHPF_00034,OEIEKCCN_03603;OEIEKCCN_04160
Cluster_1287,,LBGCNHPF_04310,
Cluster_1288,OCILAMFM_04317,,
Cluster_1289,OCILAMFM_03243,LBGCNHPF_01206,OEIEKCCN_00835
Cluster_1290,OCILAMFM_03729,LBGCNHPF_00287,OEIEKCCN_03891;OEIEKCCN_01327
Cluster_1291,OCILAMFM_00924,LBGCNHPF_02225,OEIEKCCN_02784
Cluster_1292,OCILAMFM_00780,LBGCNHPF_03901,OEIEKCCN_02918
Cluster_1293,OCILAMFM_02797,LBGCNHPF_02928,OEIEKCCN_03227
Cluster_1294,OCILAMFM_03924,LBGCNHPF_00102,OEIEKCCN_03535;OEIEKCCN_04092
Cluster_1295,,LBGCNHPF_04420,
Cluster_1296,,LBGCNHPF_04518,
Cluster_1297,OCILAMFM_00235,LBGCNHPF_01617,OEIEKCCN_02340
Cluster_1298,OCILAMFM_03150,,
Cluster_1299,OCILAMFM_04369,LBGCNHPF_04120,OEIEKCCN_00336
Cluster_1300,OCILAMFM_02525,LBGCNHPF_03751,OEIEKCCN_00190
Cluster_1301,OCILAMFM_03831,LBGCNHPF_00197,OEIEKCCN_01416;OEIEKCCN_03981
Cluster_1302,OCILAMFM_00152,LBGCNHPF_02577,OEIEKCCN_02269
Cluster_1303,OCILAMFM_00886,LBGCNHPF_02258,OEIEKCCN_02817
Cluster_1304,OCILAMFM_01232,LBGCNHPF_03554,OEIEKCCN_04469
Cluster_1305,OCILAMFM_00853,,
Cluster_1306,OCILAMFM_01699,LBGCNHPF_03411,OEIEKCCN_00010
Cluster_1307,OCILAMFM_01624,LBGCNHPF_03340,OEIEKCCN_00080
Cluster_1308,OCILAMFM_03206,LBGCNHPF_01243,OEIEKCCN_00798
Cluster_1309,OCILAMFM_03284,LBGCNHPF_01163,OEIEKCCN_00878
Cluster_1310,OCILAMFM_02419,LBGCNHPF_03977,OEIEKCCN_01486
Cluster_1311,OCILAMFM_00017,LBGCNHPF_02454,OEIEKCCN_02147
Cluster_1312,OCILAMFM_02891,LBGCNHPF_01515,OEIEKCCN_03134
Cluster_1313,OCILAMFM_03784,,
Cluster_1314,OCILAMFM_04361,,
Cluster_1315,OCILAMFM_02773,LBGCNHPF_02952,OEIEKCCN_03251
Cluster_1316,,LBGCNHPF_04266,
Cluster_1317,OCILAMFM_00517,LBGCNHPF_01912,OEIEKCCN_00385
Cluster_1318,OCILAMFM_04385,,
Cluster_1319,OCILAMFM_04448,,
Cluster_1320,OCILAMFM_01644,LBGCNHPF_03359,OEIEKCCN_00062
Cluster_1321,OCILAMFM_03730,LBGCNHPF_00286,OEIEKCCN_01328;OEIEKCCN_03892
Cluster_1322,OCILAMFM_03749,LBGCNHPF_00271,OEIEKCCN_03908;OEIEKCCN_01344
Cluster_1323,OCILAMFM_02307,LBGCNHPF_01034,OEIEKCCN_01594
Cluster_1324,OCILAMFM_00068,LBGCNHPF_02496,OEIEKCCN_02189
Cluster_1325,,,OEIEKCCN_02356
Cluster_1326,OCILAMFM_01509,LBGCNHPF_02806,OEIEKCCN_04545
Cluster_1327,OCILAMFM_01103,,
Cluster_1328,OCILAMFM_02971,LBGCNHPF_01432,OEIEKCCN_00611
Cluster_1329,OCILAMFM_03044,LBGCNHPF_01349,OEIEKCCN_00692
Cluster_1330,,,OEIEKCCN_00918
Cluster_1331,,,OEIEKCCN_00919
Cluster_1332,OCILAMFM_03681,LBGCNHPF_00333,OEIEKCCN_01275
Cluster_1333,OCILAMFM_02167,LBGCNHPF_00893,OEIEKCCN_01729
Cluster_1334,OCILAMFM_00680,LBGCNHPF_03284,OEIEKCCN_03014
Cluster_1335,OCILAMFM_00656,LBGCNHPF_03261,OEIEKCCN_03037
Cluster_1336,OCILAMFM_01518,LBGCNHPF_02815,OEIEKCCN_04554
Cluster_1337,,LBGCNHPF_01101,
Cluster_1338,OCILAMFM_04437,LBGCNHPF_04145,OEIEKCCN_00361
Cluster_1339,OCILAMFM_03357,LBGCNHPF_03620,OEIEKCCN_00930
Cluster_1340,OCILAMFM_00081,LBGCNHPF_02509,OEIEKCCN_02202
Cluster_1341,OCILAMFM_00162,LBGCNHPF_02582,OEIEKCCN_02274
Cluster_1342,OCILAMFM_00267,LBGCNHPF_01704,OEIEKCCN_02371
Cluster_1343,OCILAMFM_00725,LBGCNHPF_03846,OEIEKCCN_02972
Cluster_1344,OCILAMFM_01229,LBGCNHPF_03551,OEIEKCCN_04472
Cluster_1345,OCILAMFM_02484,LBGCNHPF_03790,OEIEKCCN_00150
Cluster_1346,OCILAMFM_03809,LBGCNHPF_00219,OEIEKCCN_03959;OEIEKCCN_01394
Cluster_1347,,LBGCNHPF_00187,OEIEKCCN_01426;OEIEKCCN_03991
Cluster_1348,OCILAMFM_02365,LBGCNHPF_04532,OEIEKCCN_01536
Cluster_1349,OCILAMFM_02339,LBGCNHPF_01066,OEIEKCCN_01562
Cluster_1350,OCILAMFM_00407,LBGCNHPF_01835,OEIEKCCN_02502
Cluster_1351,OCILAMFM_00750,LBGCNHPF_03871,OEIEKCCN_02948
Cluster_1352,OCILAMFM_02659,LBGCNHPF_03069,OEIEKCCN_03367
Cluster_1353,OCILAMFM_02636,LBGCNHPF_03091,OEIEKCCN_03389
Cluster_1354,OCILAMFM_04108,LBGCNHPF_03477,OEIEKCCN_03750
Cluster_1355,,LBGCNHPF_01125,
Cluster_1356,OCILAMFM_04291,LBGCNHPF_04471,
Cluster_1357,OCILAMFM_03342,,
Cluster_1358,OCILAMFM_00567,LBGCNHPF_01968,OEIEKCCN_00441
Cluster_1359,OCILAMFM_03399,LBGCNHPF_03672,OEIEKCCN_00986
Cluster_1360,OCILAMFM_01842,LBGCNHPF_00610,OEIEKCCN_02010
Cluster_1361,OCILAMFM_04025,,OEIEKCCN_04204;OEIEKCCN_03647
Cluster_1362,OCILAMFM_04353,,
Cluster_1363,,LBGCNHPF_04114,OEIEKCCN_00328
Cluster_1364,OCILAMFM_03087,LBGCNHPF_01306,OEIEKCCN_00735
Cluster_1365,OCILAMFM_02328,LBGCNHPF_01055,OEIEKCCN_01573
Cluster_1366,OCILAMFM_01863,LBGCNHPF_00631,OEIEKCCN_01990
Cluster_1367,OCILAMFM_00205,LBGCNHPF_01587,OEIEKCCN_02311
Cluster_1368,OCILAMFM_03915,LBGCNHPF_00110,OEIEKCCN_04084;OEIEKCCN_03527
Cluster_1369,OCILAMFM_04030,,OEIEKCCN_03652
Cluster_1370,OCILAMFM_01336,LBGCNHPF_02628,OEIEKCCN_04369
Cluster_1371,,LBGCNHPF_02621,OEIEKCCN_04376
Cluster_1372,,LBGCNHPF_04153,
Cluster_1373,OCILAMFM_03290,,
Cluster_1374,OCILAMFM_01742,LBGCNHPF_04039,OEIEKCCN_00261
Cluster_1375,OCILAMFM_03041,LBGCNHPF_01354,OEIEKCCN_00689
Cluster_1376,OCILAMFM_03521,LBGCNHPF_00525,OEIEKCCN_01105
Cluster_1377,OCILAMFM_03568,LBGCNHPF_00477,OEIEKCCN_01153
Cluster_1378,OCILAMFM_04192,LBGCNHPF_02359,OEIEKCCN_02055
Cluster_1379,OCILAMFM_00125,LBGCNHPF_02554,OEIEKCCN_02246
Cluster_1380,OCILAMFM_03966,LBGCNHPF_00060,OEIEKCCN_03577;OEIEKCCN_04134
Cluster_1381,OCILAMFM_03074,LBGCNHPF_01319,OEIEKCCN_00722
Cluster_1382,OCILAMFM_01640,,
Cluster_1383,OCILAMFM_01670,,
Cluster_1384,OCILAMFM_03305,,
Cluster_1385,OCILAMFM_03761,LBGCNHPF_00259,OEIEKCCN_03920;OEIEKCCN_01356
Cluster_1386,OCILAMFM_02229,LBGCNHPF_00945,OEIEKCCN_01677
Cluster_1387,OCILAMFM_00996,LBGCNHPF_02142,OEIEKCCN_02715
Cluster_1388,,LBGCNHPF_04304,
Cluster_1389,,LBGCNHPF_04413,
Cluster_1390,OCILAMFM_01619,LBGCNHPF_03335,OEIEKCCN_00085
Cluster_1391,OCILAMFM_03691,LBGCNHPF_00323,OEIEKCCN_01285
Cluster_1392,OCILAMFM_03836,LBGCNHPF_00192,OEIEKCCN_01421;OEIEKCCN_03986
Cluster_1393,OCILAMFM_02291,LBGCNHPF_01018,OEIEKCCN_01610
Cluster_1394,OCILAMFM_00277,LBGCNHPF_01714,OEIEKCCN_02381
Cluster_1395,OCILAMFM_00416,LBGCNHPF_01844,OEIEKCCN_02511
Cluster_1396,OCILAMFM_02895,LBGCNHPF_01511,OEIEKCCN_03130
Cluster_1397,OCILAMFM_01350,LBGCNHPF_02639,OEIEKCCN_04350
Cluster_1398,OCILAMFM_01235,LBGCNHPF_03557,OEIEKCCN_04466
Cluster_1399,OCILAMFM_00465,,
Cluster_1400,OCILAMFM_04213,LBGCNHPF_02387,OEIEKCCN_02081
Cluster_1401,OCILAMFM_02261,LBGCNHPF_00983,OEIEKCCN_01645
Cluster_1402,OCILAMFM_00394,LBGCNHPF_01822,OEIEKCCN_02489
Cluster_1403,OCILAMFM_01287,LBGCNHPF_03609,OEIEKCCN_04413
Cluster_1404,,LBGCNHPF_00158,
Cluster_1405,,LBGCNHPF_03925,
Cluster_1406,OCILAMFM_01679,LBGCNHPF_03391,OEIEKCCN_00030
Cluster_1407,OCILAMFM_03457,LBGCNHPF_00587,OEIEKCCN_01044
Cluster_1408,OCILAMFM_03673,LBGCNHPF_00342,OEIEKCCN_01267
Cluster_1409,OCILAMFM_01156,LBGCNHPF_01983,OEIEKCCN_02556
Cluster_1410,OCILAMFM_01074,LBGCNHPF_02059,OEIEKCCN_02632
Cluster_1411,OCILAMFM_02794,LBGCNHPF_02931,OEIEKCCN_03230
Cluster_1412,OCILAMFM_01462,LBGCNHPF_02747,OEIEKCCN_04242
Cluster_1413,OCILAMFM_02143,,
Cluster_1414,OCILAMFM_03251,LBGCNHPF_01196,OEIEKCCN_00845
Cluster_1415,,LBGCNHPF_02064,OEIEKCCN_02637
Cluster_1416,OCILAMFM_00941,LBGCNHPF_02209,OEIEKCCN_02768
Cluster_1417,OCILAMFM_03995,LBGCNHPF_00031,OEIEKCCN_04163;OEIEKCCN_03606
Cluster_1418,,,OEIEKCCN_04226
Cluster_1419,OCILAMFM_01254,LBGCNHPF_03576,OEIEKCCN_04445
Cluster_1420,,LBGCNHPF_04516,
Cluster_1421,OCILAMFM_00572,LBGCNHPF_01972,OEIEKCCN_00445
Cluster_1422,OCILAMFM_04035,,OEIEKCCN_03657
Cluster_1423,OCILAMFM_01228,LBGCNHPF_03550,OEIEKCCN_04473
Cluster_1424,OCILAMFM_01412,,
Cluster_1425,OCILAMFM_02156,,
Cluster_1426,OCILAMFM_03381,,OEIEKCCN_00958
Cluster_1427,OCILAMFM_00568,LBGCNHPF_01969,OEIEKCCN_00442
Cluster_1428,OCILAMFM_03175,LBGCNHPF_01274,OEIEKCCN_00767
Cluster_1429,OCILAMFM_03589,LBGCNHPF_00435,OEIEKCCN_01174
Cluster_1430,OCILAMFM_03661,LBGCNHPF_00353,OEIEKCCN_01256
Cluster_1431,OCILAMFM_02093,LBGCNHPF_00865,OEIEKCCN_01757
Cluster_1432,OCILAMFM_00108,LBGCNHPF_02536,OEIEKCCN_02229
Cluster_1433,OCILAMFM_00400,LBGCNHPF_01828,OEIEKCCN_02495
Cluster_1434,OCILAMFM_02151,,
Cluster_1435,OCILAMFM_03787,,
Cluster_1436,OCILAMFM_00417,LBGCNHPF_01845,OEIEKCCN_02512
Cluster_1437,OCILAMFM_01041,LBGCNHPF_02097,OEIEKCCN_02670
Cluster_1438,OCILAMFM_00739,LBGCNHPF_03860,OEIEKCCN_02959
Cluster_1439,OCILAMFM_02829,LBGCNHPF_02896,OEIEKCCN_03195
Cluster_1440,,LBGCNHPF_02760,
Cluster_1441,OCILAMFM_01304,,
Cluster_1442,OCILAMFM_01780,LBGCNHPF_04076,OEIEKCCN_00224
Cluster_1443,OCILAMFM_00701,LBGCNHPF_03826,OEIEKCCN_02992
Cluster_1444,OCILAMFM_02558,LBGCNHPF_03173,OEIEKCCN_03470
Cluster_1445,,LBGCNHPF_03354,
Cluster_1446,OCILAMFM_02649,LBGCNHPF_04560,
Cluster_1447,OCILAMFM_01693,LBGCNHPF_03405,OEIEKCCN_00016
Cluster_1448,OCILAMFM_02479,LBGCNHPF_03795,OEIEKCCN_00145
Cluster_1449,OCILAMFM_00586,LBGCNHPF_03184,OEIEKCCN_00486
Cluster_1450,,LBGCNHPF_02481,OEIEKCCN_02174
Cluster_1451,OCILAMFM_00916,LBGCNHPF_02233,OEIEKCCN_02792
Cluster_1452,,LBGCNHPF_02345,
Cluster_1453,,LBGCNHPF_04311,
Cluster_1454,OCILAMFM_04443,LBGCNHPF_04140,OEIEKCCN_00356
Cluster_1455,OCILAMFM_03815,LBGCNHPF_00213,OEIEKCCN_01400;OEIEKCCN_03965
Cluster_1456,,LBGCNHPF_00996,OEIEKCCN_01632
Cluster_1457,,,OEIEKCCN_02107
Cluster_1458,,LBGCNHPF_02515,OEIEKCCN_02208
Cluster_1459,OCILAMFM_00889,LBGCNHPF_02255,OEIEKCCN_02814
Cluster_1460,,LBGCNHPF_04276,
Cluster_1461,,LBGCNHPF_04464,
Cluster_1462,OCILAMFM_00087,,
Cluster_1463,OCILAMFM_01671,,
Cluster_1464,OCILAMFM_04340,,
Cluster_1465,OCILAMFM_00557,LBGCNHPF_01958,OEIEKCCN_00431
Cluster_1466,OCILAMFM_02313,LBGCNHPF_01040,OEIEKCCN_01588
Cluster_1467,OCILAMFM_00112,LBGCNHPF_02540,OEIEKCCN_02233
Cluster_1468,OCILAMFM_01052,LBGCNHPF_02086,OEIEKCCN_02659
Cluster_1469,OCILAMFM_00937,LBGCNHPF_02212,OEIEKCCN_02771
Cluster_1470,OCILAMFM_00760,LBGCNHPF_03881,OEIEKCCN_02938
Cluster_1471,OCILAMFM_02931,LBGCNHPF_01475,OEIEKCCN_03094
Cluster_1472,OCILAMFM_02868,LBGCNHPF_01537,OEIEKCCN_03156
Cluster_1473,OCILAMFM_01697,LBGCNHPF_03409,OEIEKCCN_00012
Cluster_1474,OCILAMFM_03016,LBGCNHPF_01379,OEIEKCCN_00664
Cluster_1475,OCILAMFM_03423,LBGCNHPF_03696,OEIEKCCN_01010
Cluster_1476,OCILAMFM_00978,LBGCNHPF_02160,OEIEKCCN_02733
Cluster_1477,OCILAMFM_00726,LBGCNHPF_03847,OEIEKCCN_02971
Cluster_1478,OCILAMFM_03601,LBGCNHPF_00413,OEIEKCCN_01196
Cluster_1479,OCILAMFM_03713,LBGCNHPF_00296,OEIEKCCN_03875;OEIEKCCN_01311
Cluster_1480,OCILAMFM_03799,LBGCNHPF_00229,OEIEKCCN_03949;OEIEKCCN_01384
Cluster_1481,OCILAMFM_02104,LBGCNHPF_00876,OEIEKCCN_01746
Cluster_1482,,,OEIEKCCN_02755
Cluster_1483,OCILAMFM_02853,LBGCNHPF_01552,OEIEKCCN_03171
Cluster_1484,OCILAMFM_02798,LBGCNHPF_02927,OEIEKCCN_03226
Cluster_1485,OCILAMFM_03917,LBGCNHPF_00109,OEIEKCCN_03528;OEIEKCCN_04085
Cluster_1486,OCILAMFM_01393,LBGCNHPF_02681,OEIEKCCN_04308
Cluster_1487,OCILAMFM_01477,LBGCNHPF_02772,OEIEKCCN_04511
Cluster_1488,,LBGCNHPF_03930,
Cluster_1489,OCILAMFM_00552,LBGCNHPF_01946,OEIEKCCN_00419
Cluster_1490,OCILAMFM_03049,LBGCNHPF_01344,OEIEKCCN_00697
Cluster_1491,OCILAMFM_03429,LBGCNHPF_03702,OEIEKCCN_01016
Cluster_1492,OCILAMFM_03794,LBGCNHPF_00233,OEIEKCCN_03945;OEIEKCCN_01380
Cluster_1493,OCILAMFM_02428,LBGCNHPF_03986,OEIEKCCN_01477
Cluster_1494,OCILAMFM_00809,LBGCNHPF_02331,OEIEKCCN_02890
Cluster_1495,OCILAMFM_02719,LBGCNHPF_03006,OEIEKCCN_03304
Cluster_1496,OCILAMFM_01520,LBGCNHPF_02818,OEIEKCCN_04557
Cluster_1497,OCILAMFM_04219,,
Cluster_1498,,,OEIEKCCN_02106
Cluster_1499,OCILAMFM_00820,LBGCNHPF_02322,OEIEKCCN_02881
Cluster_1500,OCILAMFM_00659,LBGCNHPF_03264,OEIEKCCN_03034
Cluster_1501,OCILAMFM_00644,LBGCNHPF_03249,OEIEKCCN_03049
Cluster_1502,OCILAMFM_02559,LBGCNHPF_03172,OEIEKCCN_03469
Cluster_1503,OCILAMFM_01289,LBGCNHPF_03611,OEIEKCCN_04411
Cluster_1504,OCILAMFM_02260,LBGCNHPF_00982,OEIEKCCN_01646
Cluster_1505,OCILAMFM_01743,LBGCNHPF_04040,OEIEKCCN_00260
Cluster_1506,OCILAMFM_02982,LBGCNHPF_01421,OEIEKCCN_00623
Cluster_1507,OCILAMFM_03231,LBGCNHPF_01218,OEIEKCCN_00823
Cluster_1508,OCILAMFM_03829,LBGCNHPF_00199,OEIEKCCN_03979;OEIEKCCN_01414
Cluster_1509,OCILAMFM_00938,LBGCNHPF_02211,OEIEKCCN_02770
Cluster_1510,OCILAMFM_02832,LBGCNHPF_02893,OEIEKCCN_03192
Cluster_1511,OCILAMFM_02746,LBGCNHPF_02980,OEIEKCCN_03278
Cluster_1512,OCILAMFM_02731,LBGCNHPF_02994,OEIEKCCN_03292
Cluster_1513,,,OEIEKCCN_04025
Cluster_1514,OCILAMFM_00556,LBGCNHPF_01957,OEIEKCCN_00430
Cluster_1515,OCILAMFM_03259,LBGCNHPF_01188,OEIEKCCN_00853
Cluster_1516,OCILAMFM_03281,LBGCNHPF_01166,OEIEKCCN_00875
Cluster_1517,OCILAMFM_02272,LBGCNHPF_00993,OEIEKCCN_01635
Cluster_1518,OCILAMFM_02069,LBGCNHPF_00842,OEIEKCCN_01780
Cluster_1519,OCILAMFM_00414,LBGCNHPF_01842,OEIEKCCN_02509
Cluster_1520,OCILAMFM_00772,LBGCNHPF_03893,OEIEKCCN_02926
Cluster_1521,OCILAMFM_01958,,
Cluster_1522,OCILAMFM_frag_00531_00532,LBGCNHPF_01926,OEIEKCCN_00399
Cluster_1523,OCILAMFM_02068,LBGCNHPF_00841,OEIEKCCN_01781
Cluster_1524,OCILAMFM_04261,LBGCNHPF_02433,OEIEKCCN_02126
Cluster_1525,OCILAMFM_00055,LBGCNHPF_02483,OEIEKCCN_02176
Cluster_1526,OCILAMFM_00067,LBGCNHPF_02495,OEIEKCCN_02188
Cluster_1527,,,OEIEKCCN_03081
Cluster_1528,OCILAMFM_04141,LBGCNHPF_03510,OEIEKCCN_03845
Cluster_1529,OCILAMFM_00473,,
Cluster_1530,OCILAMFM_02494,LBGCNHPF_03780,OEIEKCCN_00160
Cluster_1531,OCILAMFM_01730,LBGCNHPF_04027,OEIEKCCN_00273
Cluster_1532,OCILAMFM_01727,LBGCNHPF_04024,OEIEKCCN_00276
Cluster_1533,OCILAMFM_01843,LBGCNHPF_frag_00611_00612,OEIEKCCN_02009
Cluster_1534,OCILAMFM_00097,LBGCNHPF_02525,OEIEKCCN_02218
Cluster_1535,OCILAMFM_00123,LBGCNHPF_02552,OEIEKCCN_02244
Cluster_1536,OCILAMFM_02577,LBGCNHPF_03152,OEIEKCCN_03449
Cluster_1537,OCILAMFM_00953,,
Cluster_1538,OCILAMFM_01634,,
Cluster_1539,,LBGCNHPF_03350,OEIEKCCN_00070
Cluster_1540,OCILAMFM_00541,LBGCNHPF_01935,OEIEKCCN_00408
Cluster_1541,OCILAMFM_01802,LBGCNHPF_04336,OEIEKCCN_00507
Cluster_1542,OCILAMFM_02989,LBGCNHPF_01414,OEIEKCCN_00630
Cluster_1543,OCILAMFM_03177,LBGCNHPF_01272,OEIEKCCN_00769
Cluster_1544,OCILAMFM_03367,LBGCNHPF_03629,OEIEKCCN_00940
Cluster_1545,OCILAMFM_01989,LBGCNHPF_00759,OEIEKCCN_01863
Cluster_1546,OCILAMFM_00057,LBGCNHPF_02485,OEIEKCCN_02178
Cluster_1547,OCILAMFM_00189,LBGCNHPF_01577,OEIEKCCN_02299
Cluster_1548,OCILAMFM_00342,LBGCNHPF_01771,OEIEKCCN_02438
Cluster_1549,OCILAMFM_01119,LBGCNHPF_02019,OEIEKCCN_02592
Cluster_1550,OCILAMFM_00843,LBGCNHPF_02297,OEIEKCCN_02856
Cluster_1551,OCILAMFM_00688,LBGCNHPF_03292,OEIEKCCN_03006
Cluster_1552,OCILAMFM_04100,LBGCNHPF_03469,OEIEKCCN_03742
Cluster_1553,OCILAMFM_01378,LBGCNHPF_02666,OEIEKCCN_04323
Cluster_1554,,LBGCNHPF_01098,
Cluster_1555,,LBGCNHPF_02176,
Cluster_1556,OCILAMFM_00053,,
Cluster_1557,OCILAMFM_01165,LBGCNHPF_04389,OEIEKCCN_00527
Cluster_1558,OCILAMFM_03726,,OEIEKCCN_03888;OEIEKCCN_01324
Cluster_1559,OCILAMFM_04257,LBGCNHPF_02429,OEIEKCCN_02122
Cluster_1560,OCILAMFM_03932,LBGCNHPF_00094,OEIEKCCN_04100;OEIEKCCN_03543
Cluster_1561,OCILAMFM_04031,,OEIEKCCN_03653
Cluster_1562,OCILAMFM_03868,,
Cluster_1563,OCILAMFM_04333,,
Cluster_1564,OCILAMFM_00587,LBGCNHPF_03186,OEIEKCCN_00484
Cluster_1565,OCILAMFM_04202,LBGCNHPF_02379,OEIEKCCN_02073
Cluster_1566,OCILAMFM_00397,LBGCNHPF_01825,OEIEKCCN_02492
Cluster_1567,OCILAMFM_00845,LBGCNHPF_02295,OEIEKCCN_02854
Cluster_1568,OCILAMFM_02953,LBGCNHPF_01449,OEIEKCCN_00587
Cluster_1569,OCILAMFM_03474,LBGCNHPF_00571,OEIEKCCN_01059
Cluster_1570,,LBGCNHPF_00763,OEIEKCCN_01859
Cluster_1571,OCILAMFM_03895,LBGCNHPF_00131,OEIEKCCN_03507;OEIEKCCN_04064
Cluster_1572,OCILAMFM_04095,LBGCNHPF_03464,OEIEKCCN_03737
Cluster_1573,,LBGCNHPF_02754,
Cluster_1574,,LBGCNHPF_04221,
Cluster_1575,OCILAMFM_04244,,
Cluster_1576,OCILAMFM_02952,LBGCNHPF_01450,OEIEKCCN_00586
Cluster_1577,OCILAMFM_03189,LBGCNHPF_01260,OEIEKCCN_00781
Cluster_1578,OCILAMFM_03732,LBGCNHPF_00285,OEIEKCCN_01330;OEIEKCCN_03894
Cluster_1579,OCILAMFM_01301,LBGCNHPF_02598,OEIEKCCN_04399
Cluster_1580,OCILAMFM_01550,LBGCNHPF_02847,OEIEKCCN_04586
Cluster_1581,OCILAMFM_00513,LBGCNHPF_01908,OEIEKCCN_00381
Cluster_1582,,,OEIEKCCN_00067
Cluster_1583,OCILAMFM_03054,LBGCNHPF_01339,OEIEKCCN_00702
Cluster_1584,OCILAMFM_02098,LBGCNHPF_00870,OEIEKCCN_01752
Cluster_1585,OCILAMFM_00031,LBGCNHPF_02470,OEIEKCCN_02163
Cluster_1586,OCILAMFM_00320,LBGCNHPF_01757,OEIEKCCN_02424
Cluster_1587,OCILAMFM_01051,LBGCNHPF_02087,OEIEKCCN_02660
Cluster_1588,OCILAMFM_00723,LBGCNHPF_03844,OEIEKCCN_02974
Cluster_1589,OCILAMFM_02775,LBGCNHPF_02950,OEIEKCCN_03249
Cluster_1590,OCILAMFM_02774,LBGCNHPF_02951,OEIEKCCN_03250
Cluster_1591,OCILAMFM_00956,,
Cluster_1592,OCILAMFM_00614,LBGCNHPF_03213,OEIEKCCN_00457
Cluster_1593,OCILAMFM_02969,LBGCNHPF_01434,OEIEKCCN_00609
Cluster_1594,OCILAMFM_03090,LBGCNHPF_01303,OEIEKCCN_00738
Cluster_1595,OCILAMFM_03360,LBGCNHPF_03623,OEIEKCCN_00934
Cluster_1596,OCILAMFM_03508,LBGCNHPF_00538,OEIEKCCN_01092
Cluster_1597,,LBGCNHPF_02034,OEIEKCCN_02607
