,GCA_918698235.1,GCA_014773485.1,GCA_024169515.1
Cluster_4120,LBGCNHPF_03345,OEIEKCCN_00075,OCILAMFM_01629
Cluster_4121,LBGCNHPF_00971,OEIEKCCN_01657,OCILAMFM_02249
Cluster_4122,LBGCNHPF_00788,OEIEKCCN_01834,OCILAMFM_02015
Cluster_4123,LBGCNHPF_01992,OEIEKCCN_02565,OCILAMFM_01147
Cluster_4124,LBGCNHPF_01542,OEIEKCCN_03161,OCILAMFM_02863
Cluster_4125,LBGCNHPF_04116,,
Cluster_4126,LBGCNHPF_04237,,
Cluster_4127,,,OCILAMFM_01281
Cluster_4128,LBGCNHPF_03369,OEIEKCCN_00052,OCILAMFM_01654
Cluster_4129,LBGCNHPF_04390,OEIEKCCN_00526,OCILAMFM_01164
Cluster_4130,LBGCNHPF_01417,OEIEKCCN_00627,OCILAMFM_02986
Cluster_4131,LBGCNHPF_03651,OEIEKCCN_00962,
Cluster_4132,,OEIEKCCN_03893;OEIEKCCN_01329,
Cluster_4133,LBGCNHPF_00276,OEIEKCCN_01339;OEIEKCCN_03903,OCILAMFM_03744
Cluster_4134,LBGCNHPF_01059,OEIEKCCN_01569,OCILAMFM_02332
Cluster_4135,LBGCNHPF_00894,OEIEKCCN_01728,OCILAMFM_02168
Cluster_4136,LBGCNHPF_00869,OEIEKCCN_01753,OCILAMFM_02097
Cluster_4137,LBGCNHPF_01599,OEIEKCCN_02322,OCILAMFM_00217
Cluster_4138,LBGCNHPF_03224,OEIEKCCN_03074,OCILAMFM_00619
Cluster_4139,LBGCNHPF_03108,OEIEKCCN_03405,OCILAMFM_02619
Cluster_4140,LBGCNHPF_03428,OEIEKCCN_03703,OCILAMFM_04065
Cluster_4141,LBGCNHPF_03463,OEIEKCCN_03736,OCILAMFM_04094
Cluster_4142,LBGCNHPF_01106,OEIEKCCN_00913,OCILAMFM_03337
Cluster_4143,LBGCNHPF_01890,,
Cluster_4144,LBGCNHPF_03039,,OCILAMFM_02689
Cluster_4145,LBGCNHPF_04166,,
Cluster_4146,,,OCILAMFM_03302
Cluster_4147,,,OCILAMFM_04313
Cluster_4148,LBGCNHPF_04052,OEIEKCCN_00248,OCILAMFM_01756
Cluster_4149,LBGCNHPF_01202,OEIEKCCN_00839,OCILAMFM_03247
Cluster_4150,LBGCNHPF_01164,OEIEKCCN_00877,OCILAMFM_03283
Cluster_4151,LBGCNHPF_00990,OEIEKCCN_01638,OCILAMFM_02268
Cluster_4152,LBGCNHPF_00683,OEIEKCCN_01938,OCILAMFM_01914
Cluster_4153,LBGCNHPF_02014,OEIEKCCN_02587,OCILAMFM_01124
Cluster_4154,LBGCNHPF_02095,OEIEKCCN_02668,OCILAMFM_01043
Cluster_4155,LBGCNHPF_02249,OEIEKCCN_02808,OCILAMFM_00895
Cluster_4156,LBGCNHPF_03883,OEIEKCCN_02936,OCILAMFM_00762
Cluster_4157,LBGCNHPF_02948,OEIEKCCN_03247,OCILAMFM_02777
Cluster_4158,LBGCNHPF_03145,OEIEKCCN_03442,OCILAMFM_02584
Cluster_4159,,OEIEKCCN_03670,OCILAMFM_04047
Cluster_4160,LBGCNHPF_03526,OEIEKCCN_04497,OCILAMFM_01204
Cluster_4161,LBGCNHPF_02780,OEIEKCCN_04519,OCILAMFM_01485
Cluster_4162,LBGCNHPF_02857,OEIEKCCN_04596,OCILAMFM_01563
Cluster_4163,,,OCILAMFM_02519
Cluster_4164,,,OCILAMFM_04335
Cluster_4165,LBGCNHPF_03366,OEIEKCCN_00055,OCILAMFM_01651
Cluster_4166,LBGCNHPF_03818,OEIEKCCN_00122,OCILAMFM_02453
Cluster_4167,LBGCNHPF_01113,OEIEKCCN_00906,OCILAMFM_03330
Cluster_4168,LBGCNHPF_00785,OEIEKCCN_01837,OCILAMFM_02012
Cluster_4169,LBGCNHPF_00660,OEIEKCCN_01961,OCILAMFM_01891
Cluster_4170,LBGCNHPF_00655,OEIEKCCN_01966,OCILAMFM_01886
Cluster_4171,LBGCNHPF_01782,OEIEKCCN_02449,OCILAMFM_00353
Cluster_4172,LBGCNHPF_03274,OEIEKCCN_03024,OCILAMFM_00670
Cluster_4173,LBGCNHPF_03218,OEIEKCCN_03079,
Cluster_4174,LBGCNHPF_02935,OEIEKCCN_03234,OCILAMFM_02790
Cluster_4175,LBGCNHPF_00130,OEIEKCCN_03508;OEIEKCCN_04065,OCILAMFM_03896
Cluster_4176,LBGCNHPF_03483,OEIEKCCN_03756,OCILAMFM_04114
Cluster_4177,LBGCNHPF_04259,,
Cluster_4178,LBGCNHPF_04529,,OCILAMFM_02368
Cluster_4179,,,OCILAMFM_00015
Cluster_4180,,,OCILAMFM_01099
Cluster_4181,,,OCILAMFM_02135
Cluster_4182,,,OCILAMFM_02141
Cluster_4183,LBGCNHPF_01866,OEIEKCCN_02533,OCILAMFM_00439
Cluster_4184,LBGCNHPF_02135,OEIEKCCN_02708,OCILAMFM_01003
Cluster_4185,LBGCNHPF_02272,OEIEKCCN_02831,OCILAMFM_00872
Cluster_4186,LBGCNHPF_03002,OEIEKCCN_03300,OCILAMFM_02723
Cluster_4187,LBGCNHPF_03452,OEIEKCCN_03726,OCILAMFM_04088
Cluster_4188,LBGCNHPF_02723,OEIEKCCN_04266,OCILAMFM_01442
Cluster_4189,LBGCNHPF_01121,,
Cluster_4190,LBGCNHPF_03643,OEIEKCCN_00955,
Cluster_4191,LBGCNHPF_00316,OEIEKCCN_01292,OCILAMFM_03698
Cluster_4192,LBGCNHPF_00308,OEIEKCCN_01299,OCILAMFM_03703
Cluster_4193,LBGCNHPF_00750,OEIEKCCN_01872,OCILAMFM_01969
Cluster_4194,LBGCNHPF_02330,OEIEKCCN_02889,OCILAMFM_00812
Cluster_4195,LBGCNHPF_03298,OEIEKCCN_03000,OCILAMFM_00693
Cluster_4196,LBGCNHPF_02865,OEIEKCCN_04604,OCILAMFM_01570
Cluster_4197,LBGCNHPF_01667,,
Cluster_4199,LBGCNHPF_04409,,
Cluster_4200,,,OCILAMFM_04177
Cluster_4201,LBGCNHPF_03339,OEIEKCCN_00081,OCILAMFM_01623
Cluster_4202,LBGCNHPF_03783,OEIEKCCN_00157,OCILAMFM_02491
Cluster_4203,LBGCNHPF_03210,OEIEKCCN_00460,OCILAMFM_00611
Cluster_4204,LBGCNHPF_01323,OEIEKCCN_00718,OCILAMFM_03070
Cluster_4205,LBGCNHPF_00553,OEIEKCCN_01077,OCILAMFM_03493
Cluster_4206,LBGCNHPF_01026,OEIEKCCN_01602,OCILAMFM_02299
Cluster_4207,LBGCNHPF_00858,OEIEKCCN_01764,OCILAMFM_02087
Cluster_4208,LBGCNHPF_01618,OEIEKCCN_02341,OCILAMFM_00236
Cluster_4209,LBGCNHPF_01758,OEIEKCCN_02425,OCILAMFM_00321
Cluster_4210,LBGCNHPF_00084,OEIEKCCN_03553;OEIEKCCN_04110,OCILAMFM_03942
Cluster_4211,LBGCNHPF_02737,OEIEKCCN_04253,OCILAMFM_01455
Cluster_4212,,,OCILAMFM_01458
Cluster_4213,,,OCILAMFM_02203
Cluster_4214,,,OCILAMFM_02376
Cluster_4215,LBGCNHPF_03385,OEIEKCCN_00036,OCILAMFM_01673
Cluster_4216,LBGCNHPF_01331,OEIEKCCN_00710,OCILAMFM_03062
Cluster_4217,LBGCNHPF_00164,OEIEKCCN_04014;OEIEKCCN_01449,OCILAMFM_03862
Cluster_4218,LBGCNHPF_03984,OEIEKCCN_01479,OCILAMFM_02426
Cluster_4219,LBGCNHPF_03950,OEIEKCCN_01513,OCILAMFM_02392
Cluster_4220,LBGCNHPF_00774,OEIEKCCN_01848,OCILAMFM_02001
Cluster_4221,LBGCNHPF_02452,OEIEKCCN_02145,
Cluster_4222,LBGCNHPF_03908,OEIEKCCN_02911,OCILAMFM_00787
Cluster_4223,LBGCNHPF_01527,OEIEKCCN_03146,OCILAMFM_02879
Cluster_4224,LBGCNHPF_03061,OEIEKCCN_03359,OCILAMFM_02667
Cluster_4225,,OEIEKCCN_03773,
Cluster_4226,LBGCNHPF_02726,,
Cluster_4227,LBGCNHPF_04190,,
Cluster_4228,LBGCNHPF_04300,,
Cluster_4229,,,OCILAMFM_00472
Cluster_4230,LBGCNHPF_01451,OEIEKCCN_00585,OCILAMFM_02951
Cluster_4231,LBGCNHPF_00364,OEIEKCCN_01245,OCILAMFM_03650
Cluster_4232,LBGCNHPF_00808,OEIEKCCN_01814,OCILAMFM_02035
Cluster_4233,LBGCNHPF_02581,OEIEKCCN_02273,OCILAMFM_00161
Cluster_4234,,OEIEKCCN_02309,OCILAMFM_00203
Cluster_4235,LBGCNHPF_01993,OEIEKCCN_02566,OCILAMFM_01146
Cluster_4236,LBGCNHPF_02075,OEIEKCCN_02648,OCILAMFM_01063
Cluster_4237,LBGCNHPF_03718,OEIEKCCN_03476,
Cluster_4238,LBGCNHPF_04186,,
Cluster_4239,,,OCILAMFM_00476
Cluster_4240,,,OCILAMFM_02142
Cluster_4241,,,OCILAMFM_03317
Cluster_4242,,,OCILAMFM_04338
Cluster_4243,LBGCNHPF_03743,OEIEKCCN_00198,OCILAMFM_02533
Cluster_4244,LBGCNHPF_01936,OEIEKCCN_00409,OCILAMFM_00542
Cluster_4245,LBGCNHPF_03675,OEIEKCCN_00989,OCILAMFM_03402
Cluster_4246,LBGCNHPF_00531,OEIEKCCN_01099,OCILAMFM_03515
Cluster_4247,LBGCNHPF_01700,OEIEKCCN_02367,OCILAMFM_00263
Cluster_4248,LBGCNHPF_02145,OEIEKCCN_02718,OCILAMFM_00993
Cluster_4249,LBGCNHPF_03250,OEIEKCCN_03048,OCILAMFM_00645
Cluster_4250,LBGCNHPF_03016,OEIEKCCN_03314,OCILAMFM_02709
Cluster_4251,LBGCNHPF_03147,OEIEKCCN_03444,OCILAMFM_02582
Cluster_4252,LBGCNHPF_04472,,
Cluster_4253,LBGCNHPF_04505,,
Cluster_4254,,,OCILAMFM_02140
Cluster_4255,LBGCNHPF_04146,OEIEKCCN_00362,OCILAMFM_04436
Cluster_4256,LBGCNHPF_01399,OEIEKCCN_00644,
Cluster_4257,LBGCNHPF_01325,OEIEKCCN_00716,OCILAMFM_03068
Cluster_4258,LBGCNHPF_00277,OEIEKCCN_01338;OEIEKCCN_03902,OCILAMFM_03743
Cluster_4259,LBGCNHPF_00215,OEIEKCCN_03963;OEIEKCCN_01398,OCILAMFM_03813
Cluster_4260,LBGCNHPF_01747,OEIEKCCN_02414,OCILAMFM_00310
Cluster_4261,LBGCNHPF_03496,OEIEKCCN_03831,OCILAMFM_04127
Cluster_4262,LBGCNHPF_02740,OEIEKCCN_04250,
Cluster_4263,LBGCNHPF_02764,OEIEKCCN_04503,OCILAMFM_01469
Cluster_4264,,,OCILAMFM_02648
Cluster_4265,,,OCILAMFM_03321
Cluster_4266,LBGCNHPF_04392,OEIEKCCN_00524,OCILAMFM_01162
Cluster_4267,,OEIEKCCN_00932,
Cluster_4268,LBGCNHPF_00798,OEIEKCCN_01824,OCILAMFM_02025
Cluster_4269,LBGCNHPF_02358,OEIEKCCN_02054,OCILAMFM_04191
Cluster_4270,LBGCNHPF_02110,OEIEKCCN_02683,OCILAMFM_01028
Cluster_4271,LBGCNHPF_02304,OEIEKCCN_02863,OCILAMFM_00838
Cluster_4272,LBGCNHPF_03262,OEIEKCCN_03036,OCILAMFM_00657
Cluster_4273,LBGCNHPF_01529,OEIEKCCN_03148,OCILAMFM_02877
Cluster_4274,LBGCNHPF_02921,OEIEKCCN_03220,OCILAMFM_02804
Cluster_4275,LBGCNHPF_01677,,OCILAMFM_03131
Cluster_4276,LBGCNHPF_04286,,
Cluster_4277,,,OCILAMFM_04281
Cluster_4278,,,OCILAMFM_04344
Cluster_4279,LBGCNHPF_01918,OEIEKCCN_00391,OCILAMFM_00523
Cluster_4280,LBGCNHPF_01194,OEIEKCCN_00847,OCILAMFM_03253
Cluster_4281,LBGCNHPF_00173,OEIEKCCN_01440;OEIEKCCN_04005,OCILAMFM_03853
Cluster_4282,LBGCNHPF_01068,OEIEKCCN_01560,OCILAMFM_02341
Cluster_4283,LBGCNHPF_01054,OEIEKCCN_01574,OCILAMFM_02327
Cluster_4284,LBGCNHPF_01048,OEIEKCCN_01580,OCILAMFM_02321
Cluster_4285,LBGCNHPF_00899,OEIEKCCN_01723,OCILAMFM_02173
Cluster_4286,LBGCNHPF_02389,OEIEKCCN_02083,OCILAMFM_04215
Cluster_4287,LBGCNHPF_02863,OEIEKCCN_04602,OCILAMFM_01569
Cluster_4288,LBGCNHPF_01892,,
Cluster_4289,LBGCNHPF_04405,,
Cluster_4290,,,OCILAMFM_04275
Cluster_4291,LBGCNHPF_03318,OEIEKCCN_00102,OCILAMFM_01602
Cluster_4292,LBGCNHPF_02575,OEIEKCCN_02267,OCILAMFM_00150
Cluster_4293,LBGCNHPF_00129,OEIEKCCN_04066;OEIEKCCN_03509,OCILAMFM_03897
Cluster_4294,LBGCNHPF_01353,,
Cluster_4295,,,OCILAMFM_02150
Cluster_4296,LBGCNHPF_04110,OEIEKCCN_00324,OCILAMFM_04392
Cluster_4297,LBGCNHPF_01954,OEIEKCCN_00427,
Cluster_4298,LBGCNHPF_04374,OEIEKCCN_00542,OCILAMFM_01180
Cluster_4299,LBGCNHPF_03712,OEIEKCCN_01026,OCILAMFM_03439
Cluster_4300,LBGCNHPF_00357,OEIEKCCN_01252,OCILAMFM_03657
Cluster_4301,LBGCNHPF_00924,OEIEKCCN_01698,OCILAMFM_02205
Cluster_4302,LBGCNHPF_02432,OEIEKCCN_02125,OCILAMFM_04260
Cluster_4303,LBGCNHPF_01881,OEIEKCCN_02548,OCILAMFM_00454
Cluster_4304,,OEIEKCCN_03791,
Cluster_4305,LBGCNHPF_02743,OEIEKCCN_04247,
Cluster_4306,LBGCNHPF_02755,,
Cluster_4307,LBGCNHPF_04182,,
Cluster_4308,LBGCNHPF_00701,OEIEKCCN_01921,OCILAMFM_01933
Cluster_4309,,,OCILAMFM_02207
Cluster_4310,,,OCILAMFM_04278
Cluster_4311,,,OCILAMFM_04328
Cluster_4312,LBGCNHPF_03364,OEIEKCCN_00057,OCILAMFM_01649
Cluster_4313,LBGCNHPF_04382,OEIEKCCN_00534,OCILAMFM_01172
Cluster_4314,LBGCNHPF_01279,OEIEKCCN_00762,OCILAMFM_03170
Cluster_4315,LBGCNHPF_01249,OEIEKCCN_00792,OCILAMFM_03200
Cluster_4316,LBGCNHPF_04534,OEIEKCCN_01538,OCILAMFM_02363
Cluster_4317,LBGCNHPF_01829,OEIEKCCN_02496,OCILAMFM_00401
Cluster_4318,LBGCNHPF_02030,OEIEKCCN_02603,
Cluster_4319,LBGCNHPF_01481,OEIEKCCN_03100,OCILAMFM_02925
Cluster_4320,LBGCNHPF_02888,OEIEKCCN_03187,OCILAMFM_02837
Cluster_4321,,OEIEKCCN_03815,
Cluster_4322,LBGCNHPF_02736,OEIEKCCN_04254,OCILAMFM_01454
Cluster_4323,LBGCNHPF_02642,OEIEKCCN_04347,OCILAMFM_01353
Cluster_4324,,,OCILAMFM_00193
Cluster_4325,,,OCILAMFM_01101
Cluster_4326,LBGCNHPF_03334,OEIEKCCN_00086,OCILAMFM_01618
Cluster_4327,LBGCNHPF_03770,OEIEKCCN_00170,OCILAMFM_02504
Cluster_4328,LBGCNHPF_04326,OEIEKCCN_00517,OCILAMFM_01792
Cluster_4329,LBGCNHPF_00252,OEIEKCCN_03925;OEIEKCCN_01361,OCILAMFM_03768
Cluster_4330,LBGCNHPF_02020,OEIEKCCN_02593,OCILAMFM_01118
Cluster_4331,LBGCNHPF_03272,OEIEKCCN_03026,OCILAMFM_00668
Cluster_4332,LBGCNHPF_03017,OEIEKCCN_03315,OCILAMFM_02708
Cluster_4333,LBGCNHPF_00483,OEIEKCCN_01147,OCILAMFM_03562
Cluster_4334,LBGCNHPF_04403,,OCILAMFM_04288
Cluster_4335,LBGCNHPF_03653,OEIEKCCN_00965,
Cluster_4336,LBGCNHPF_00293,OEIEKCCN_01314;OEIEKCCN_03878,OCILAMFM_03716
Cluster_4337,LBGCNHPF_00284,OEIEKCCN_01331;OEIEKCCN_03895,OCILAMFM_03733
Cluster_4338,LBGCNHPF_00216,OEIEKCCN_03962;OEIEKCCN_01397,OCILAMFM_03812
Cluster_4339,LBGCNHPF_02468,OEIEKCCN_02161,OCILAMFM_00029
Cluster_4340,LBGCNHPF_01748,OEIEKCCN_02415,OCILAMFM_00311
Cluster_4341,LBGCNHPF_02964,OEIEKCCN_03262,OCILAMFM_02762
Cluster_4343,LBGCNHPF_04193,,
Cluster_4344,LBGCNHPF_04205,,
Cluster_4345,LBGCNHPF_04234,,
Cluster_4346,LBGCNHPF_04490,,
Cluster_4347,,,OCILAMFM_00487
Cluster_4348,,,OCILAMFM_03731
Cluster_4349,,,OCILAMFM_04283
Cluster_4350,LBGCNHPF_00892,OEIEKCCN_01730,OCILAMFM_02166
Cluster_4351,LBGCNHPF_02139,OEIEKCCN_02712,OCILAMFM_00999
Cluster_4352,LBGCNHPF_02237,OEIEKCCN_02796,OCILAMFM_00912
Cluster_4353,LBGCNHPF_02260,OEIEKCCN_02819,OCILAMFM_00884
Cluster_4354,LBGCNHPF_03888,OEIEKCCN_02931,OCILAMFM_00767
Cluster_4355,LBGCNHPF_03836,OEIEKCCN_02982,
Cluster_4356,LBGCNHPF_03034,OEIEKCCN_03332,
Cluster_4357,LBGCNHPF_00103,OEIEKCCN_03534;OEIEKCCN_04091,OCILAMFM_03923
Cluster_4358,,OEIEKCCN_03557;OEIEKCCN_04114,OCILAMFM_03946
Cluster_4359,LBGCNHPF_02808,OEIEKCCN_04547,OCILAMFM_01511
Cluster_4360,LBGCNHPF_00457,,
Cluster_4361,LBGCNHPF_04239,,
Cluster_4362,,,OCILAMFM_00488
Cluster_4363,,,OCILAMFM_00724
Cluster_4364,,,OCILAMFM_02209
Cluster_4365,,,OCILAMFM_02693
Cluster_4366,LBGCNHPF_01961,OEIEKCCN_00434,OCILAMFM_00560
Cluster_4367,LBGCNHPF_01975,OEIEKCCN_00448,OCILAMFM_00575
Cluster_4368,LBGCNHPF_04333,OEIEKCCN_00510,OCILAMFM_01799
Cluster_4369,LBGCNHPF_01321,OEIEKCCN_00720,OCILAMFM_03072
Cluster_4370,LBGCNHPF_01149,OEIEKCCN_00892,
Cluster_4371,LBGCNHPF_03674,OEIEKCCN_00988,OCILAMFM_03401
Cluster_4372,LBGCNHPF_00898,OEIEKCCN_01724,OCILAMFM_02172
Cluster_4373,LBGCNHPF_00632,OEIEKCCN_01989,OCILAMFM_01864
Cluster_4374,LBGCNHPF_00618,OEIEKCCN_02003,OCILAMFM_01849
Cluster_4375,LBGCNHPF_03879,OEIEKCCN_02940,OCILAMFM_00758
Cluster_4376,LBGCNHPF_03144,OEIEKCCN_03441,OCILAMFM_02585
Cluster_4377,LBGCNHPF_00096,OEIEKCCN_04098;OEIEKCCN_03541,OCILAMFM_03930
Cluster_4378,LBGCNHPF_00038,OEIEKCCN_04156;OEIEKCCN_03599,
Cluster_4379,LBGCNHPF_02852,OEIEKCCN_04591,OCILAMFM_01558
Cluster_4380,LBGCNHPF_02876,OEIEKCCN_04615,OCILAMFM_01581
Cluster_4381,,,OCILAMFM_00715
Cluster_4382,,,OCILAMFM_02270
Cluster_4383,LBGCNHPF_01948,OEIEKCCN_00421,OCILAMFM_00554
Cluster_4384,LBGCNHPF_00371,OEIEKCCN_01238,OCILAMFM_03643
Cluster_4385,LBGCNHPF_03997,OEIEKCCN_01466,OCILAMFM_02439
Cluster_4386,LBGCNHPF_00607,OEIEKCCN_02013,OCILAMFM_01839
Cluster_4387,,OEIEKCCN_03785,
Cluster_4388,LBGCNHPF_04199,,
Cluster_4389,LBGCNHPF_04228,,
Cluster_4390,LBGCNHPF_04262,,
Cluster_4391,LBGCNHPF_04517,,
Cluster_4392,LBGCNHPF_01683,,OCILAMFM_03126
Cluster_4393,LBGCNHPF_04384,OEIEKCCN_00532,OCILAMFM_01170
Cluster_4394,LBGCNHPF_01246,OEIEKCCN_00795,OCILAMFM_03203
Cluster_4395,LBGCNHPF_02078,OEIEKCCN_02651,OCILAMFM_01060
Cluster_4396,LBGCNHPF_01495,OEIEKCCN_03114,OCILAMFM_02911
Cluster_4397,LBGCNHPF_00020,OEIEKCCN_03617;OEIEKCCN_04174,OCILAMFM_04006
Cluster_4398,,OEIEKCCN_03637;OEIEKCCN_04194,OCILAMFM_refound_2
Cluster_4399,LBGCNHPF_02809,OEIEKCCN_04548,OCILAMFM_01512
Cluster_4400,LBGCNHPF_04453,,
Cluster_4401,LBGCNHPF_01965,OEIEKCCN_00438,OCILAMFM_00564
Cluster_4402,LBGCNHPF_04362,OEIEKCCN_00554,OCILAMFM_01191
Cluster_4403,LBGCNHPF_00516,OEIEKCCN_01114,OCILAMFM_03530
Cluster_4404,LBGCNHPF_02325,OEIEKCCN_02884,OCILAMFM_00817
Cluster_4405,LBGCNHPF_03062,OEIEKCCN_03360,OCILAMFM_02666
Cluster_4406,,OEIEKCCN_04209,
Cluster_4408,LBGCNHPF_01046,OEIEKCCN_01582,OCILAMFM_02319
Cluster_4409,LBGCNHPF_04132,OEIEKCCN_00348,OCILAMFM_04362
Cluster_4410,LBGCNHPF_01915,OEIEKCCN_00388,OCILAMFM_00520
Cluster_4411,LBGCNHPF_01920,OEIEKCCN_00393,OCILAMFM_00525
Cluster_4412,LBGCNHPF_00498,OEIEKCCN_01132,OCILAMFM_03548
Cluster_4413,LBGCNHPF_01061,OEIEKCCN_01567,OCILAMFM_02334
Cluster_4414,LBGCNHPF_00864,OEIEKCCN_01758,
Cluster_4415,LBGCNHPF_03166,OEIEKCCN_03463,
Cluster_4416,LBGCNHPF_00118,OEIEKCCN_04077;OEIEKCCN_03520,OCILAMFM_03908
Cluster_4417,LBGCNHPF_00063,OEIEKCCN_03574;OEIEKCCN_04131,OCILAMFM_03963
Cluster_4418,LBGCNHPF_01666,,
Cluster_4419,LBGCNHPF_04491,,
Cluster_4420,,,OCILAMFM_02158
Cluster_4421,LBGCNHPF_04143,OEIEKCCN_00359,OCILAMFM_04439
Cluster_4422,LBGCNHPF_01245,OEIEKCCN_00796,OCILAMFM_03204
Cluster_4423,LBGCNHPF_04001,OEIEKCCN_01462,OCILAMFM_02443
Cluster_4424,LBGCNHPF_00097,OEIEKCCN_03540;OEIEKCCN_04097,OCILAMFM_03929
Cluster_4425,LBGCNHPF_02414,,
Cluster_4426,LBGCNHPF_04249,,
Cluster_4427,LBGCNHPF_01914,OEIEKCCN_00387,OCILAMFM_00519
Cluster_4428,LBGCNHPF_03781,OEIEKCCN_00159,OCILAMFM_02493
Cluster_4429,LBGCNHPF_03201,OEIEKCCN_00469,OCILAMFM_00602
Cluster_4430,LBGCNHPF_01268,OEIEKCCN_00773,OCILAMFM_03181
Cluster_4431,LBGCNHPF_03113,OEIEKCCN_03410,OCILAMFM_02614
Cluster_4432,LBGCNHPF_03500,OEIEKCCN_03835,OCILAMFM_04131
Cluster_4433,LBGCNHPF_03573,OEIEKCCN_04448,OCILAMFM_01251
Cluster_4434,LBGCNHPF_02872,OEIEKCCN_04611,OCILAMFM_01577
Cluster_4435,LBGCNHPF_01669,,
Cluster_4436,LBGCNHPF_03647,,
Cluster_4437,LBGCNHPF_03227,OEIEKCCN_03071,OCILAMFM_00622
Cluster_4438,,,OCILAMFM_02561
Cluster_4439,,,OCILAMFM_03138
Cluster_4440,LBGCNHPF_01103,OEIEKCCN_00916,OCILAMFM_03340
Cluster_4441,LBGCNHPF_00237,OEIEKCCN_03940;OEIEKCCN_01376,OCILAMFM_03783
Cluster_4442,LBGCNHPF_00913,OEIEKCCN_01709,OCILAMFM_02186
Cluster_4443,LBGCNHPF_02018,OEIEKCCN_02591,OCILAMFM_01120
Cluster_4444,LBGCNHPF_02094,OEIEKCCN_02667,OCILAMFM_01044
Cluster_4445,LBGCNHPF_03008,OEIEKCCN_03306,OCILAMFM_02717
Cluster_4446,LBGCNHPF_03076,OEIEKCCN_03374,OCILAMFM_02652
Cluster_4447,LBGCNHPF_00017,OEIEKCCN_04177;OEIEKCCN_03620,OCILAMFM_04009
Cluster_4448,LBGCNHPF_04242,,
Cluster_4449,LBGCNHPF_04417,,
Cluster_4450,LBGCNHPF_03707,OEIEKCCN_01021,OCILAMFM_03434
Cluster_4451,LBGCNHPF_03992,OEIEKCCN_01471,OCILAMFM_02434
Cluster_4452,LBGCNHPF_00805,OEIEKCCN_01817,OCILAMFM_02032
Cluster_4453,LBGCNHPF_00649,OEIEKCCN_01972,OCILAMFM_01880
Cluster_4454,LBGCNHPF_02472,OEIEKCCN_02165,OCILAMFM_00033
Cluster_4455,LBGCNHPF_02106,OEIEKCCN_02679,OCILAMFM_01032
Cluster_4456,LBGCNHPF_03258,OEIEKCCN_03040,OCILAMFM_00653
Cluster_4457,,OEIEKCCN_03080,
Cluster_4458,LBGCNHPF_02689,OEIEKCCN_04300,OCILAMFM_01404
Cluster_4459,LBGCNHPF_01931,OEIEKCCN_00404,
Cluster_4460,LBGCNHPF_04369,OEIEKCCN_00547,OCILAMFM_01184
Cluster_4461,LBGCNHPF_03969,OEIEKCCN_01494,OCILAMFM_02411
Cluster_4462,LBGCNHPF_00847,OEIEKCCN_01775,OCILAMFM_02076
Cluster_4463,LBGCNHPF_00654,OEIEKCCN_01967,OCILAMFM_01885
Cluster_4464,LBGCNHPF_02021,OEIEKCCN_02594,OCILAMFM_01117
Cluster_4465,LBGCNHPF_02122,OEIEKCCN_02695,OCILAMFM_01016
Cluster_4466,LBGCNHPF_02599,OEIEKCCN_04398,OCILAMFM_01302
Cluster_4467,LBGCNHPF_02195,,
Cluster_4468,LBGCNHPF_04164,,
Cluster_4469,LBGCNHPF_04489,,
Cluster_4470,,,OCILAMFM_00339
Cluster_4471,,,OCILAMFM_00537
Cluster_4472,,,OCILAMFM_02079
Cluster_4473,,,OCILAMFM_02198
Cluster_4474,,,OCILAMFM_02202
Cluster_4475,LBGCNHPF_03694,OEIEKCCN_01008,OCILAMFM_03421
Cluster_4476,LBGCNHPF_03698,OEIEKCCN_01012,OCILAMFM_03425
Cluster_4477,LBGCNHPF_02125,OEIEKCCN_02698,OCILAMFM_01013
Cluster_4478,LBGCNHPF_02213,OEIEKCCN_02772,OCILAMFM_00936
Cluster_4479,LBGCNHPF_01519,OEIEKCCN_03138,OCILAMFM_02887
Cluster_4480,LBGCNHPF_02902,OEIEKCCN_03201,OCILAMFM_02823
Cluster_4481,LBGCNHPF_02923,OEIEKCCN_03222,OCILAMFM_02802
Cluster_4482,LBGCNHPF_03501,OEIEKCCN_03836,OCILAMFM_04132
Cluster_4483,LBGCNHPF_02638,OEIEKCCN_04351,OCILAMFM_01349
Cluster_4484,LBGCNHPF_01645,,
Cluster_4485,LBGCNHPF_01688,,OCILAMFM_03120
Cluster_4486,LBGCNHPF_02120,OEIEKCCN_02693,OCILAMFM_01018
Cluster_4487,LBGCNHPF_02832,,OCILAMFM_01535
Cluster_4488,LBGCNHPF_04498,,
Cluster_4489,,,OCILAMFM_04381
Cluster_4490,LBGCNHPF_01944,OEIEKCCN_00417,OCILAMFM_00550
Cluster_4491,LBGCNHPF_04380,OEIEKCCN_00536,OCILAMFM_01174
Cluster_4492,LBGCNHPF_01293,OEIEKCCN_00748,OCILAMFM_03105
Cluster_4493,,OEIEKCCN_01532,OCILAMFM_02371
Cluster_4494,LBGCNHPF_00835,OEIEKCCN_01787,OCILAMFM_02062
Cluster_4495,LBGCNHPF_02134,OEIEKCCN_02707,OCILAMFM_01004
Cluster_4496,LBGCNHPF_03843,OEIEKCCN_02975,OCILAMFM_00722
Cluster_4497,LBGCNHPF_03530,OEIEKCCN_04493,OCILAMFM_01208
