,GCA_918698235.1,GCA_014773485.1,GCA_024169515.1
Cluster_2794,LBGCNHPF_02657,OEIEKCCN_04332,OCILAMFM_01369
Cluster_2795,LBGCNHPF_04072,OEIEKCCN_00228,OCILAMFM_01776
Cluster_2796,LBGCNHPF_01928,OEIEKCCN_00401,OCILAMFM_00534
Cluster_2797,LBGCNHPF_01409,OEIEKCCN_00635,OCILAMFM_02994
Cluster_2798,LBGCNHPF_00935,OEIEKCCN_01687,OCILAMFM_02219
Cluster_2799,LBGCNHPF_00700,OEIEKCCN_01922,OCILAMFM_01932
Cluster_2800,LBGCNHPF_00698,OEIEKCCN_01924,OCILAMFM_01930
Cluster_2801,LBGCNHPF_00693,OEIEKCCN_01929,OCILAMFM_01924
Cluster_2802,LBGCNHPF_01794,OEIEKCCN_02461,OCILAMFM_00365
Cluster_2803,LBGCNHPF_01804,OEIEKCCN_02471,OCILAMFM_00375
Cluster_2804,LBGCNHPF_01833,OEIEKCCN_02500,OCILAMFM_00405
Cluster_2805,LBGCNHPF_03868,OEIEKCCN_02951,OCILAMFM_00747
Cluster_2806,LBGCNHPF_01549,OEIEKCCN_03168,OCILAMFM_02856
Cluster_2807,LBGCNHPF_00087,OEIEKCCN_04107;OEIEKCCN_03550,OCILAMFM_03939
Cluster_2808,LBGCNHPF_03346,OEIEKCCN_00074,OCILAMFM_01630
Cluster_2809,LBGCNHPF_04343,OEIEKCCN_00500,OCILAMFM_01809
Cluster_2810,LBGCNHPF_04337,OEIEKCCN_00506,OCILAMFM_01803
Cluster_2811,LBGCNHPF_00352,OEIEKCCN_01257,OCILAMFM_03662
Cluster_2812,LBGCNHPF_01047,OEIEKCCN_01581,OCILAMFM_02320
Cluster_2813,LBGCNHPF_00977,OEIEKCCN_01651,OCILAMFM_02255
Cluster_2814,LBGCNHPF_00934,OEIEKCCN_01688,OCILAMFM_02218
Cluster_2815,LBGCNHPF_00839,OEIEKCCN_01783,OCILAMFM_02066
Cluster_2816,LBGCNHPF_02404,OEIEKCCN_02097,OCILAMFM_04233
Cluster_2817,LBGCNHPF_01985,OEIEKCCN_02558,OCILAMFM_01154
Cluster_2818,LBGCNHPF_02127,OEIEKCCN_02700,OCILAMFM_01011
Cluster_2819,LBGCNHPF_02332,OEIEKCCN_02891,OCILAMFM_00808
Cluster_2820,LBGCNHPF_02974,OEIEKCCN_03272,OCILAMFM_02752
Cluster_2821,LBGCNHPF_03007,OEIEKCCN_03305,OCILAMFM_02718
Cluster_2822,LBGCNHPF_00030,OEIEKCCN_04164;OEIEKCCN_03607,OCILAMFM_03996
Cluster_2823,LBGCNHPF_02670,OEIEKCCN_04319,OCILAMFM_01382
Cluster_2824,LBGCNHPF_02779,OEIEKCCN_04518,OCILAMFM_01484
Cluster_2825,LBGCNHPF_02786,OEIEKCCN_04525,OCILAMFM_01491
Cluster_2826,LBGCNHPF_04155,,
Cluster_2827,LBGCNHPF_04522,,
Cluster_2828,LBGCNHPF_03208,OEIEKCCN_00462,OCILAMFM_00609
Cluster_2829,LBGCNHPF_00438,OEIEKCCN_01172,OCILAMFM_03587
Cluster_2830,LBGCNHPF_00211,OEIEKCCN_01402;OEIEKCCN_03967,OCILAMFM_03817
Cluster_2831,,OEIEKCCN_02103,
Cluster_2832,LBGCNHPF_01564,OEIEKCCN_02286,OCILAMFM_00176
Cluster_2833,LBGCNHPF_03299,OEIEKCCN_02999,OCILAMFM_00694
Cluster_2834,LBGCNHPF_03058,OEIEKCCN_03356,OCILAMFM_02670
Cluster_2835,LBGCNHPF_02705,OEIEKCCN_04284,OCILAMFM_01424
Cluster_2836,LBGCNHPF_03585,OEIEKCCN_04436,OCILAMFM_01263
Cluster_2837,,OEIEKCCN_00332,
Cluster_2838,LBGCNHPF_03943,OEIEKCCN_01520,OCILAMFM_02385
Cluster_2839,LBGCNHPF_01871,OEIEKCCN_02538,OCILAMFM_00444
Cluster_2840,LBGCNHPF_02245,OEIEKCCN_02804,OCILAMFM_00899
Cluster_2841,LBGCNHPF_01509,OEIEKCCN_03128,OCILAMFM_02897
Cluster_2842,LBGCNHPF_02957,OEIEKCCN_03256,OCILAMFM_02768
Cluster_2843,LBGCNHPF_02695,OEIEKCCN_04294,OCILAMFM_01414
Cluster_2844,,,OCILAMFM_03785
Cluster_2845,LBGCNHPF_03387,OEIEKCCN_00034,OCILAMFM_01675
Cluster_2846,LBGCNHPF_03796,OEIEKCCN_00144,OCILAMFM_02478
Cluster_2847,LBGCNHPF_03787,OEIEKCCN_00153,OCILAMFM_02487
Cluster_2848,LBGCNHPF_01362,OEIEKCCN_00681,OCILAMFM_03033
Cluster_2849,LBGCNHPF_01161,OEIEKCCN_00880,OCILAMFM_03286
Cluster_2850,LBGCNHPF_00247,OEIEKCCN_03930;OEIEKCCN_01366,OCILAMFM_03773
Cluster_2851,LBGCNHPF_00724,OEIEKCCN_01898,
Cluster_2852,LBGCNHPF_00669,OEIEKCCN_01952,OCILAMFM_01900
Cluster_2853,LBGCNHPF_02595,OEIEKCCN_04402,OCILAMFM_01298
Cluster_2854,LBGCNHPF_03544,OEIEKCCN_04479,OCILAMFM_01222
Cluster_2855,LBGCNHPF_03822,OEIEKCCN_00118,OCILAMFM_02449
Cluster_2856,LBGCNHPF_04071,OEIEKCCN_00229,OCILAMFM_01775
Cluster_2857,LBGCNHPF_01174,OEIEKCCN_00867,OCILAMFM_03273
Cluster_2858,LBGCNHPF_01081,OEIEKCCN_01547,OCILAMFM_02354
Cluster_2859,LBGCNHPF_00768,OEIEKCCN_01854,OCILAMFM_01995
Cluster_2860,LBGCNHPF_02394,OEIEKCCN_02087,OCILAMFM_04223
Cluster_2861,LBGCNHPF_02558,OEIEKCCN_02250,OCILAMFM_00129
Cluster_2862,LBGCNHPF_02918,OEIEKCCN_03217,OCILAMFM_02807
Cluster_2863,,OEIEKCCN_03485;OEIEKCCN_04042,
Cluster_2864,LBGCNHPF_02843,OEIEKCCN_04582,OCILAMFM_01546
Cluster_2865,LBGCNHPF_04493,,
Cluster_2866,,,OCILAMFM_01340
Cluster_2867,,,OCILAMFM_04379
Cluster_2868,LBGCNHPF_04064,OEIEKCCN_00236,OCILAMFM_01768
Cluster_2869,LBGCNHPF_04089,OEIEKCCN_00303,OCILAMFM_04422
Cluster_2870,LBGCNHPF_03215,OEIEKCCN_00455,OCILAMFM_00616
Cluster_2871,LBGCNHPF_00447,OEIEKCCN_01163,OCILAMFM_03578
Cluster_2872,LBGCNHPF_01616,OEIEKCCN_02339,OCILAMFM_00234
Cluster_2873,LBGCNHPF_01732,OEIEKCCN_02399,OCILAMFM_00295
Cluster_2874,LBGCNHPF_01981,OEIEKCCN_02554,OCILAMFM_01158
Cluster_2875,LBGCNHPF_02190,OEIEKCCN_02750,OCILAMFM_00960
Cluster_2876,LBGCNHPF_01520,OEIEKCCN_03139,OCILAMFM_02886
Cluster_2877,LBGCNHPF_02978,OEIEKCCN_03276,OCILAMFM_02748
Cluster_2878,LBGCNHPF_00067,OEIEKCCN_03570;OEIEKCCN_04127,OCILAMFM_03959
Cluster_2879,LBGCNHPF_03933,,
Cluster_2880,LBGCNHPF_04419,,
Cluster_2881,,,OCILAMFM_03343
Cluster_2882,LBGCNHPF_03379,OEIEKCCN_00042,OCILAMFM_01664
Cluster_2883,LBGCNHPF_01190,OEIEKCCN_00851,OCILAMFM_03257
Cluster_2884,LBGCNHPF_00599,OEIEKCCN_01032,OCILAMFM_03445
Cluster_2885,LBGCNHPF_frag_00580_00581,OEIEKCCN_01050,OCILAMFM_03463
Cluster_2886,LBGCNHPF_00605,OEIEKCCN_02015,OCILAMFM_01837
Cluster_2887,LBGCNHPF_02501,OEIEKCCN_02194,OCILAMFM_00073
Cluster_2888,LBGCNHPF_02061,OEIEKCCN_02634,
Cluster_2889,LBGCNHPF_02140,OEIEKCCN_02713,OCILAMFM_00998
Cluster_2890,LBGCNHPF_01536,OEIEKCCN_03155,OCILAMFM_02869
Cluster_2891,LBGCNHPF_02986,OEIEKCCN_03284,OCILAMFM_02739
Cluster_2892,LBGCNHPF_02643,OEIEKCCN_04346,OCILAMFM_01354
Cluster_2893,LBGCNHPF_03592,OEIEKCCN_04429,OCILAMFM_01270
Cluster_2894,LBGCNHPF_01673,,
Cluster_2895,,,OCILAMFM_00198
Cluster_2896,LBGCNHPF_03376,OEIEKCCN_00045,OCILAMFM_01661
Cluster_2897,LBGCNHPF_03820,OEIEKCCN_00120,OCILAMFM_02451
Cluster_2898,LBGCNHPF_03817,OEIEKCCN_00123,OCILAMFM_02454
Cluster_2899,LBGCNHPF_04066,OEIEKCCN_00234,OCILAMFM_01770
Cluster_2900,LBGCNHPF_03189,OEIEKCCN_00481,OCILAMFM_00590
Cluster_2901,LBGCNHPF_01242,OEIEKCCN_00799,OCILAMFM_03207
Cluster_2902,LBGCNHPF_03619,OEIEKCCN_00929,OCILAMFM_03356
Cluster_2903,LBGCNHPF_03703,OEIEKCCN_01017,OCILAMFM_03430
Cluster_2904,LBGCNHPF_00361,OEIEKCCN_01248,OCILAMFM_03653
Cluster_2905,LBGCNHPF_00874,OEIEKCCN_01748,OCILAMFM_02102
Cluster_2906,LBGCNHPF_01472,OEIEKCCN_03091,OCILAMFM_02934
Cluster_2907,LBGCNHPF_00085,OEIEKCCN_04109;OEIEKCCN_03552,OCILAMFM_03941
Cluster_2908,LBGCNHPF_00072,OEIEKCCN_04122;OEIEKCCN_03565,OCILAMFM_03954
Cluster_2909,,OEIEKCCN_04199;OEIEKCCN_03642,
Cluster_2910,,OEIEKCCN_03663,OCILAMFM_04041
Cluster_2911,,OEIEKCCN_03794,
Cluster_2912,LBGCNHPF_04034,OEIEKCCN_00266,OCILAMFM_01737
Cluster_2913,LBGCNHPF_01090,OEIEKCCN_00926,OCILAMFM_03353
Cluster_2914,LBGCNHPF_03978,OEIEKCCN_01485,OCILAMFM_02420
Cluster_2915,LBGCNHPF_02428,OEIEKCCN_02121,OCILAMFM_04256
Cluster_2916,LBGCNHPF_01582,OEIEKCCN_02304,
Cluster_2917,LBGCNHPF_02032,OEIEKCCN_02605,
Cluster_2918,LBGCNHPF_03863,OEIEKCCN_02956,OCILAMFM_00742
Cluster_2919,LBGCNHPF_01554,OEIEKCCN_03173,OCILAMFM_02851
Cluster_2920,LBGCNHPF_02929,OEIEKCCN_03228,OCILAMFM_02796
Cluster_2921,,OEIEKCCN_04220,
Cluster_2922,LBGCNHPF_02827,OEIEKCCN_04566,OCILAMFM_01530
Cluster_2923,,,OCILAMFM_00340
Cluster_2924,,,OCILAMFM_01106
Cluster_2925,,,OCILAMFM_01107
Cluster_2926,LBGCNHPF_04344,OEIEKCCN_00499,OCILAMFM_01810
Cluster_2927,LBGCNHPF_04339,OEIEKCCN_00504,OCILAMFM_01805
Cluster_2928,LBGCNHPF_01442,OEIEKCCN_00601,OCILAMFM_02960
Cluster_2929,LBGCNHPF_01312,OEIEKCCN_00729,OCILAMFM_03081
Cluster_2930,LBGCNHPF_00520,OEIEKCCN_01110,OCILAMFM_03526
Cluster_2931,LBGCNHPF_00804,OEIEKCCN_01818,OCILAMFM_02031
Cluster_2932,LBGCNHPF_01571,OEIEKCCN_02293,OCILAMFM_00183
Cluster_2933,LBGCNHPF_03874,OEIEKCCN_02945,OCILAMFM_00753
Cluster_2934,LBGCNHPF_03256,OEIEKCCN_03042,OCILAMFM_00651
Cluster_2935,LBGCNHPF_00126,OEIEKCCN_03512;OEIEKCCN_04069,
Cluster_2936,LBGCNHPF_03455,OEIEKCCN_03729,
Cluster_2937,,OEIEKCCN_04207,
Cluster_2938,LBGCNHPF_02802,OEIEKCCN_04541,OCILAMFM_01505
Cluster_2939,LBGCNHPF_01788,OEIEKCCN_02455,OCILAMFM_00359
Cluster_2940,LBGCNHPF_03390,OEIEKCCN_00031,OCILAMFM_01678
Cluster_2941,LBGCNHPF_04041,OEIEKCCN_00259,OCILAMFM_01744
Cluster_2942,LBGCNHPF_01930,OEIEKCCN_00403,OCILAMFM_00536
Cluster_2943,LBGCNHPF_01457,OEIEKCCN_00579,OCILAMFM_02945
Cluster_2944,LBGCNHPF_01364,OEIEKCCN_00679,OCILAMFM_03031
Cluster_2945,LBGCNHPF_01292,OEIEKCCN_00749,OCILAMFM_03106
Cluster_2946,LBGCNHPF_00207,OEIEKCCN_03971;OEIEKCCN_01406,OCILAMFM_03821
Cluster_2947,LBGCNHPF_00825,OEIEKCCN_01797,OCILAMFM_02052
Cluster_2948,LBGCNHPF_02035,OEIEKCCN_02608,
Cluster_2949,LBGCNHPF_02169,OEIEKCCN_02742,OCILAMFM_00969
Cluster_2950,LBGCNHPF_01516,OEIEKCCN_03135,OCILAMFM_02890
Cluster_2951,LBGCNHPF_00100,OEIEKCCN_04094;OEIEKCCN_03537,OCILAMFM_03926
Cluster_2952,LBGCNHPF_04128,OEIEKCCN_00344,
Cluster_2953,LBGCNHPF_03679,OEIEKCCN_00993,OCILAMFM_03406
Cluster_2954,LBGCNHPF_03713,OEIEKCCN_01027,OCILAMFM_03440
Cluster_2955,LBGCNHPF_01063,OEIEKCCN_01565,OCILAMFM_02336
Cluster_2956,LBGCNHPF_01623,OEIEKCCN_02346,OCILAMFM_00241
Cluster_2957,LBGCNHPF_01755,OEIEKCCN_02422,OCILAMFM_00318
Cluster_2958,LBGCNHPF_01849,OEIEKCCN_02516,OCILAMFM_00421
Cluster_2959,LBGCNHPF_03841,OEIEKCCN_02977,OCILAMFM_00720
Cluster_2960,LBGCNHPF_02911,OEIEKCCN_03210,OCILAMFM_02814
Cluster_2961,LBGCNHPF_02834,OEIEKCCN_04572,OCILAMFM_01538
Cluster_2962,LBGCNHPF_02181,,
Cluster_2963,,,OCILAMFM_01537
Cluster_2964,,,OCILAMFM_04292
Cluster_2965,LBGCNHPF_04031,OEIEKCCN_00269,OCILAMFM_01734
Cluster_2966,LBGCNHPF_01916,OEIEKCCN_00389,OCILAMFM_00521
Cluster_2967,LBGCNHPF_01378,OEIEKCCN_00665,OCILAMFM_03017
Cluster_2968,LBGCNHPF_03633,OEIEKCCN_00944,OCILAMFM_03371
Cluster_2969,LBGCNHPF_03706,OEIEKCCN_01020,OCILAMFM_03433
Cluster_2970,LBGCNHPF_00956,OEIEKCCN_01672,OCILAMFM_02234
Cluster_2971,LBGCNHPF_00843,OEIEKCCN_01779,OCILAMFM_02070
Cluster_2972,LBGCNHPF_00811,OEIEKCCN_01811,OCILAMFM_02038
Cluster_2973,LBGCNHPF_00778,OEIEKCCN_01844,OCILAMFM_02005
Cluster_2974,LBGCNHPF_00083,OEIEKCCN_04111;OEIEKCCN_03554,OCILAMFM_03943
Cluster_2975,LBGCNHPF_03614,OEIEKCCN_04408,OCILAMFM_01292
Cluster_2976,,,OCILAMFM_01327
Cluster_2977,LBGCNHPF_03814,OEIEKCCN_00126,OCILAMFM_02457
Cluster_2978,LBGCNHPF_03802,OEIEKCCN_00138,OCILAMFM_02472
Cluster_2979,LBGCNHPF_04033,OEIEKCCN_00267,OCILAMFM_01736
Cluster_2980,LBGCNHPF_01911,OEIEKCCN_00384,OCILAMFM_00516
Cluster_2981,LBGCNHPF_03637,OEIEKCCN_00948,OCILAMFM_03375
Cluster_2982,LBGCNHPF_00481,OEIEKCCN_01149,OCILAMFM_03564
Cluster_2983,,OEIEKCCN_03890;OEIEKCCN_01326,OCILAMFM_03728
Cluster_2984,LBGCNHPF_03955,OEIEKCCN_01508,OCILAMFM_02397
Cluster_2985,LBGCNHPF_00800,OEIEKCCN_01822,OCILAMFM_02027
Cluster_2986,LBGCNHPF_00708,OEIEKCCN_01914,OCILAMFM_01940
Cluster_2987,LBGCNHPF_00675,OEIEKCCN_01946,OCILAMFM_01906
Cluster_2988,LBGCNHPF_02403,OEIEKCCN_02096,OCILAMFM_04232
Cluster_2989,LBGCNHPF_01861,OEIEKCCN_02528,OCILAMFM_00434
Cluster_2990,LBGCNHPF_02154,OEIEKCCN_02727,OCILAMFM_00984
Cluster_2991,LBGCNHPF_02252,OEIEKCCN_02811,OCILAMFM_00892
Cluster_2992,LBGCNHPF_02908,OEIEKCCN_03207,OCILAMFM_02817
Cluster_2993,LBGCNHPF_02939,OEIEKCCN_03238,OCILAMFM_02786
Cluster_2994,LBGCNHPF_03436,OEIEKCCN_03710,OCILAMFM_04072
Cluster_2995,LBGCNHPF_03440,OEIEKCCN_03714,OCILAMFM_04076
Cluster_2996,LBGCNHPF_03502,OEIEKCCN_03837,OCILAMFM_04133
Cluster_2997,LBGCNHPF_02842,OEIEKCCN_04581,OCILAMFM_01545
Cluster_2998,LBGCNHPF_01639,,
Cluster_2999,,,OCILAMFM_01104
Cluster_3000,,,OCILAMFM_01105
Cluster_3001,,,OCILAMFM_03161
Cluster_3002,LBGCNHPF_03786,OEIEKCCN_00154,OCILAMFM_02488
Cluster_3003,LBGCNHPF_01227,OEIEKCCN_00814,OCILAMFM_03222
Cluster_3004,LBGCNHPF_02107,OEIEKCCN_02680,OCILAMFM_01031
Cluster_3005,LBGCNHPF_02152,OEIEKCCN_02725,OCILAMFM_00986
Cluster_3006,LBGCNHPF_03909,OEIEKCCN_02910,OCILAMFM_00788
Cluster_3007,LBGCNHPF_04473,,
Cluster_3008,LBGCNHPF_03413,OEIEKCCN_00008,OCILAMFM_01701
Cluster_3009,LBGCNHPF_03823,OEIEKCCN_00117,OCILAMFM_02448
Cluster_3010,LBGCNHPF_04095,OEIEKCCN_00309,
Cluster_3011,LBGCNHPF_03182,OEIEKCCN_00488,OCILAMFM_00584
Cluster_3012,LBGCNHPF_01413,OEIEKCCN_00631,OCILAMFM_02990
Cluster_3013,LBGCNHPF_01410,OEIEKCCN_00634,OCILAMFM_02993
Cluster_3014,LBGCNHPF_02464,OEIEKCCN_02157,OCILAMFM_00025
Cluster_3015,LBGCNHPF_01827,OEIEKCCN_02494,OCILAMFM_00399
Cluster_3016,LBGCNHPF_01860,OEIEKCCN_02527,OCILAMFM_00433
Cluster_3017,LBGCNHPF_03885,OEIEKCCN_02934,OCILAMFM_00764
Cluster_3018,LBGCNHPF_03234,OEIEKCCN_03064,OCILAMFM_00629
Cluster_3019,LBGCNHPF_01480,OEIEKCCN_03099,OCILAMFM_02926
Cluster_3020,LBGCNHPF_01490,OEIEKCCN_03109,OCILAMFM_02916
Cluster_3021,,OEIEKCCN_03665,OCILAMFM_04043
Cluster_3022,LBGCNHPF_02716,OEIEKCCN_04273,OCILAMFM_01435
Cluster_3023,LBGCNHPF_01903,OEIEKCCN_00376,OCILAMFM_00508
Cluster_3024,LBGCNHPF_03607,,
Cluster_3025,LBGCNHPF_04323,,
Cluster_3026,LBGCNHPF_00302,OEIEKCCN_01305;OEIEKCCN_03869,OCILAMFM_03709
Cluster_3027,LBGCNHPF_03460,OEIEKCCN_03733,OCILAMFM_04091
Cluster_3028,LBGCNHPF_03180,OEIEKCCN_00490,OCILAMFM_00582
Cluster_3029,LBGCNHPF_01160,OEIEKCCN_00881,
Cluster_3030,LBGCNHPF_03663,OEIEKCCN_00975,OCILAMFM_03393
Cluster_3031,LBGCNHPF_00372,OEIEKCCN_01237,OCILAMFM_03642
Cluster_3032,LBGCNHPF_00351,OEIEKCCN_01258,
Cluster_3033,LBGCNHPF_00822,OEIEKCCN_01800,OCILAMFM_02049
Cluster_3034,LBGCNHPF_04428,OEIEKCCN_02026,OCILAMFM_01826
Cluster_3035,LBGCNHPF_02550,OEIEKCCN_02242,OCILAMFM_00121
Cluster_3036,LBGCNHPF_01708,OEIEKCCN_02375,OCILAMFM_00271
Cluster_3037,LBGCNHPF_02259,OEIEKCCN_02818,OCILAMFM_00885
Cluster_3038,LBGCNHPF_03922,OEIEKCCN_02897,OCILAMFM_00802
Cluster_3039,LBGCNHPF_03856,OEIEKCCN_02963,OCILAMFM_00735
Cluster_3040,LBGCNHPF_02907,OEIEKCCN_03206,OCILAMFM_02818
Cluster_3041,LBGCNHPF_03541,OEIEKCCN_04482,OCILAMFM_01219
Cluster_3042,LBGCNHPF_04268,,
Cluster_3043,,,OCILAMFM_01306
Cluster_3044,,,OCILAMFM_03287
Cluster_3045,,,OCILAMFM_03311
Cluster_3046,LBGCNHPF_01359,OEIEKCCN_00684,OCILAMFM_03036
Cluster_3047,LBGCNHPF_03990,OEIEKCCN_01473,OCILAMFM_02432
Cluster_3048,LBGCNHPF_03975,OEIEKCCN_01488,OCILAMFM_02417
Cluster_3049,LBGCNHPF_03973,OEIEKCCN_01490,OCILAMFM_02415
Cluster_3050,LBGCNHPF_01837,OEIEKCCN_02504,OCILAMFM_00409
Cluster_3051,LBGCNHPF_02028,OEIEKCCN_02601,OCILAMFM_01111
Cluster_3052,LBGCNHPF_02041,OEIEKCCN_02614,OCILAMFM_01092
Cluster_3053,LBGCNHPF_02941,OEIEKCCN_03240,OCILAMFM_02784
Cluster_3054,LBGCNHPF_03022,OEIEKCCN_03320,OCILAMFM_02705
Cluster_3055,,,OCILAMFM_00051
Cluster_3056,,,OCILAMFM_00461
Cluster_3057,,,OCILAMFM_01754
Cluster_3058,LBGCNHPF_03819,OEIEKCCN_00121,OCILAMFM_02452
Cluster_3059,LBGCNHPF_01459,OEIEKCCN_00577,OCILAMFM_02943
Cluster_3060,LBGCNHPF_01425,OEIEKCCN_00618,OCILAMFM_02978
Cluster_3061,LBGCNHPF_01286,OEIEKCCN_00755,OCILAMFM_03112
Cluster_3062,LBGCNHPF_01095,OEIEKCCN_00921,OCILAMFM_03348
Cluster_3063,LBGCNHPF_00484,OEIEKCCN_01146,OCILAMFM_03561
Cluster_3064,,OEIEKCCN_04229,
Cluster_3065,LBGCNHPF_03531,OEIEKCCN_04492,OCILAMFM_01209
Cluster_3066,LBGCNHPF_01889,,
Cluster_3067,,,OCILAMFM_01669
Cluster_3068,,,OCILAMFM_04345
Cluster_3069,LBGCNHPF_03815,OEIEKCCN_00125,OCILAMFM_02456
Cluster_3070,LBGCNHPF_01195,OEIEKCCN_00846,OCILAMFM_03252
Cluster_3071,LBGCNHPF_03641,OEIEKCCN_00953,OCILAMFM_03379
Cluster_3072,LBGCNHPF_00529,OEIEKCCN_01101,OCILAMFM_03517
Cluster_3073,LBGCNHPF_00264,OEIEKCCN_01351;OEIEKCCN_03915,OCILAMFM_03756
Cluster_3074,LBGCNHPF_00995,OEIEKCCN_01633,
Cluster_3075,LBGCNHPF_00938,OEIEKCCN_01684,OCILAMFM_02222
Cluster_3076,LBGCNHPF_02265,OEIEKCCN_02824,OCILAMFM_00879
Cluster_3077,LBGCNHPF_03896,OEIEKCCN_02923,OCILAMFM_00775
Cluster_3078,LBGCNHPF_03030,OEIEKCCN_03328,OCILAMFM_02697
Cluster_3079,,OEIEKCCN_03668,OCILAMFM_04045
Cluster_3080,LBGCNHPF_03422,OEIEKCCN_03697,OCILAMFM_04059
Cluster_3081,LBGCNHPF_03578,OEIEKCCN_04443,OCILAMFM_01256
Cluster_3082,LBGCNHPF_01638,,
Cluster_3083,LBGCNHPF_04446,,
Cluster_3084,,,OCILAMFM_03162
Cluster_3085,,,OCILAMFM_03977
Cluster_3086,LBGCNHPF_03336,OEIEKCCN_00084,OCILAMFM_01620
Cluster_3087,LBGCNHPF_04048,OEIEKCCN_00252,OCILAMFM_01751
Cluster_3088,LBGCNHPF_04129,OEIEKCCN_00345,
Cluster_3089,LBGCNHPF_01411,OEIEKCCN_00633,OCILAMFM_02992
Cluster_3090,LBGCNHPF_00434,OEIEKCCN_01175,OCILAMFM_03590
Cluster_3091,LBGCNHPF_00202,OEIEKCCN_01411;OEIEKCCN_03976,OCILAMFM_03826
Cluster_3092,LBGCNHPF_00972,OEIEKCCN_01656,OCILAMFM_02250
Cluster_3093,LBGCNHPF_01565,OEIEKCCN_02287,OCILAMFM_00177
Cluster_3094,LBGCNHPF_01482,OEIEKCCN_03101,OCILAMFM_02924
Cluster_3095,LBGCNHPF_01534,OEIEKCCN_03153,OCILAMFM_02871
Cluster_3096,LBGCNHPF_02899,OEIEKCCN_03198,OCILAMFM_02826
Cluster_3097,LBGCNHPF_03052,OEIEKCCN_03350,OCILAMFM_02676
Cluster_3098,LBGCNHPF_03169,OEIEKCCN_03466,
Cluster_3099,LBGCNHPF_02770,OEIEKCCN_04509,OCILAMFM_01475
Cluster_3100,LBGCNHPF_03839,OEIEKCCN_02979,OCILAMFM_00718
Cluster_3101,,,OCILAMFM_02129
Cluster_3102,,,OCILAMFM_03123
Cluster_3103,LBGCNHPF_01976,OEIEKCCN_00449,OCILAMFM_00576
Cluster_3104,LBGCNHPF_01014,OEIEKCCN_01614,OCILAMFM_02287
Cluster_3105,LBGCNHPF_00777,OEIEKCCN_01845,OCILAMFM_02004
Cluster_3106,LBGCNHPF_00760,OEIEKCCN_01862,OCILAMFM_01990
Cluster_3107,LBGCNHPF_02476,OEIEKCCN_02169,OCILAMFM_00037
Cluster_3108,LBGCNHPF_01778,OEIEKCCN_02445,OCILAMFM_00349
Cluster_3109,LBGCNHPF_03894,OEIEKCCN_02925,OCILAMFM_00773
Cluster_3110,LBGCNHPF_03884,OEIEKCCN_02935,OCILAMFM_00763
Cluster_3111,LBGCNHPF_01484,OEIEKCCN_03103,OCILAMFM_02922
Cluster_3112,LBGCNHPF_02594,OEIEKCCN_04403,OCILAMFM_01297
Cluster_3113,LBGCNHPF_01909,OEIEKCCN_00382,OCILAMFM_00514
Cluster_3114,LBGCNHPF_04046,OEIEKCCN_00254,OCILAMFM_01749
Cluster_3115,LBGCNHPF_01938,OEIEKCCN_00411,OCILAMFM_00544
Cluster_3116,LBGCNHPF_00906,OEIEKCCN_01716,OCILAMFM_02180
Cluster_3117,LBGCNHPF_02522,OEIEKCCN_02215,OCILAMFM_00094
Cluster_3118,LBGCNHPF_02278,OEIEKCCN_02837,OCILAMFM_00866
Cluster_3119,LBGCNHPF_03280,OEIEKCCN_03018,OCILAMFM_00676
Cluster_3120,LBGCNHPF_01523,OEIEKCCN_03142,OCILAMFM_02883
Cluster_3121,LBGCNHPF_02363,,
Cluster_3122,LBGCNHPF_04407,,
Cluster_3123,,,OCILAMFM_04325
Cluster_3124,LBGCNHPF_03812,OEIEKCCN_00128,
Cluster_3125,LBGCNHPF_00397,OEIEKCCN_01212,OCILAMFM_03617
Cluster_3126,LBGCNHPF_00248,OEIEKCCN_03929;OEIEKCCN_01365,OCILAMFM_03772
Cluster_3127,LBGCNHPF_04000,OEIEKCCN_01463,OCILAMFM_02442
Cluster_3128,LBGCNHPF_02449,OEIEKCCN_02142,OCILAMFM_00012
Cluster_3129,LBGCNHPF_03225,OEIEKCCN_03073,OCILAMFM_00620
Cluster_3130,LBGCNHPF_04248,,
Cluster_3131,,,OCILAMFM_02461
Cluster_3132,LBGCNHPF_04327,OEIEKCCN_00516,OCILAMFM_01793
Cluster_3133,LBGCNHPF_01189,OEIEKCCN_00852,OCILAMFM_03258
Cluster_3134,LBGCNHPF_01117,OEIEKCCN_00902,OCILAMFM_03326
Cluster_3135,LBGCNHPF_00422,OEIEKCCN_01187,
Cluster_3136,LBGCNHPF_03951,OEIEKCCN_01512,OCILAMFM_02393
Cluster_3137,LBGCNHPF_01085,OEIEKCCN_01543,OCILAMFM_02358
Cluster_3138,LBGCNHPF_00973,OEIEKCCN_01655,OCILAMFM_02251
Cluster_3139,LBGCNHPF_00819,OEIEKCCN_01803,
Cluster_3140,LBGCNHPF_00643,OEIEKCCN_01978,OCILAMFM_01874
Cluster_3141,LBGCNHPF_02510,OEIEKCCN_02203,OCILAMFM_00082
Cluster_3142,LBGCNHPF_02116,OEIEKCCN_02689,OCILAMFM_01022
Cluster_3143,LBGCNHPF_03833,OEIEKCCN_02985,OCILAMFM_00709
Cluster_3144,LBGCNHPF_03077,OEIEKCCN_03375,OCILAMFM_02651
Cluster_3145,,OEIEKCCN_03680,
