gene,protein,reaction,model,BiGG_gene
G_8_A_103_1_7_comp1,P_8_A_103_1_7_comp1,R_8_A_103_1_7,TCDB,TCDB.8_A_103_1_7_comp1
G_3_A_3_5_37_comp1,P_3_A_3_5_37_comp1,R_3_A_3_5_37,TCDB,TCDB.3_A_3_5_37_comp1
G_9_B_188_1_7_comp1,P_9_B_188_1_7_comp1,R_9_B_188_1_7,TCDB,TCDB.9_B_188_1_7_comp1
G_8_A_226_1_1_comp1,P_8_A_226_1_1_comp1,R_8_A_226_1_1,TCDB,TCDB.8_A_226_1_1_comp1
G_8_A_19_1_4_comp1,P_8_A_19_1_4_comp1,R_8_A_19_1_4,TCDB,TCDB.8_A_19_1_4_comp1
G_2_A_50_1_5_comp1,P_2_A_50_1_5_comp1,R_2_A_50_1_5,TCDB,TCDB.2_A_50_1_5_comp1
G_9_B_232_1_6_comp1,P_9_B_232_1_6_comp1,R_9_B_232_1_6,TCDB,TCDB.9_B_232_1_6_comp1
G_8_A_82_1_4_comp1,P_8_A_82_1_4_comp1,R_8_A_82_1_4,TCDB,TCDB.8_A_82_1_4_comp1
G_9_A_14_14_1_comp1,P_9_A_14_14_1_comp1,R_9_A_14_14_1,TCDB,TCDB.9_A_14_14_1_comp1
G_1_A_4_6_4_comp1,P_1_A_4_6_4_comp1,R_1_A_4_6_4,TCDB,TCDB.1_A_4_6_4_comp1
G_1_A_1_10_13_comp1,P_1_A_1_10_13_comp1,R_1_A_1_10_13,TCDB,TCDB.1_A_1_10_13_comp1
G_9_B_64_1_2_comp1,P_9_B_64_1_2_comp1,R_9_B_64_1_2,TCDB,TCDB.9_B_64_1_2_comp1
G_2_A_60_1_27_comp1,P_2_A_60_1_27_comp1,R_2_A_60_1_27,TCDB,TCDB.2_A_60_1_27_comp1
G_8_A_71_1_2_comp1,P_8_A_71_1_2_comp1,R_8_A_71_1_2,TCDB,TCDB.8_A_71_1_2_comp1
G_8_A_167_1_1_comp1,P_8_A_167_1_1_comp1,R_8_A_167_1_1,TCDB,TCDB.8_A_167_1_1_comp1
G_8_A_24_1_8_comp1,P_8_A_24_1_8_comp1,R_8_A_24_1_8,TCDB,TCDB.8_A_24_1_8_comp1
G_1_A_56_1_8_comp1,P_1_A_56_1_8_comp1,R_1_A_56_1_8,TCDB,TCDB.1_A_56_1_8_comp1
G_1_A_69_2_6_comp1,P_1_A_69_2_6_comp1,R_1_A_69_2_6,TCDB,TCDB.1_A_69_2_6_comp1
G_2_A_22_2_13_comp1,P_2_A_22_2_13_comp1,R_2_A_22_2_13,TCDB,TCDB.2_A_22_2_13_comp1
G_2_A_7_12_5_comp1,P_2_A_7_12_5_comp1,R_2_A_7_12_5,TCDB,TCDB.2_A_7_12_5_comp1
G_9_A_14_4_2_comp1,P_9_A_14_4_2_comp1,R_9_A_14_4_2,TCDB,TCDB.9_A_14_4_2_comp1
G_1_A_69_3_4_comp1,P_1_A_69_3_4_comp1,R_1_A_69_3_4,TCDB,TCDB.1_A_69_3_4_comp1
G_1_A_48_1_5_comp1,P_1_A_48_1_5_comp1,R_1_A_48_1_5,TCDB,TCDB.1_A_48_1_5_comp1
G_2_A_55_2_13_comp1,P_2_A_55_2_13_comp1,R_2_A_55_2_13,TCDB,TCDB.2_A_55_2_13_comp1
G_2_A_47_1_5_comp1,P_2_A_47_1_5_comp1,R_2_A_47_1_5,TCDB,TCDB.2_A_47_1_5_comp1
G_1_G_3_1_3_comp1,P_1_G_3_1_3_comp1,R_1_G_3_1_3,TCDB,TCDB.1_G_3_1_3_comp1
G_1_C_85_1_8_comp1,P_1_C_85_1_8_comp1,R_1_C_85_1_8,TCDB,TCDB.1_C_85_1_8_comp1
G_2_A_1_19_41_comp1,P_2_A_1_19_41_comp1,R_2_A_1_19_41,TCDB,TCDB.2_A_1_19_41_comp1
G_1_A_4_2_4_comp1,P_1_A_4_2_4_comp1,R_1_A_4_2_4,TCDB,TCDB.1_A_4_2_4_comp1
G_8_A_24_1_4_comp1,P_8_A_24_1_4_comp1,R_8_A_24_1_4,TCDB,TCDB.8_A_24_1_4_comp1
G_8_A_10_3_1_comp1,P_8_A_10_3_1_comp1,R_8_A_10_3_1,TCDB,TCDB.8_A_10_3_1_comp1
G_8_A_10_4_1_comp1,P_8_A_10_4_1_comp1,R_8_A_10_4_1,TCDB,TCDB.8_A_10_4_1_comp1
G_2_A_40_6_1_comp1,P_2_A_40_6_1_comp1,R_2_A_40_6_1,TCDB,TCDB.2_A_40_6_1_comp1
G_5_B_2_1_2_comp1,P_5_B_2_1_2_comp1,R_5_B_2_1_2,TCDB,TCDB.5_B_2_1_2_comp1
G_1_A_1_11_12_comp1,P_1_A_1_11_12_comp1,R_1_A_1_11_12,TCDB,TCDB.1_A_1_11_12_comp1
G_1_A_4_1_2_comp1,P_1_A_4_1_2_comp1,R_1_A_4_1_2,TCDB,TCDB.1_A_4_1_2_comp1
G_2_A_53_2_3_comp1,P_2_A_53_2_3_comp1,R_2_A_53_2_3,TCDB,TCDB.2_A_53_2_3_comp1
G_2_A_3_8_6_comp1,P_2_A_3_8_6_comp1,R_2_A_3_8_6,TCDB,TCDB.2_A_3_8_6_comp1
G_9_B_40_1_2_comp1,P_9_B_40_1_2_comp1,R_9_B_40_1_2,TCDB,TCDB.9_B_40_1_2_comp1
G_3_A_1_5_16_comp1,P_3_A_1_5_16_comp1+3_A_1_5_16_comp2+3_A_1_5_16_comp3+3_A_1_5_16_comp4+3_A_1_5_16_comp5,R_3_A_1_5_16,TCDB,TCDB.3_A_1_5_16_comp1
G_3_A_1_5_16_comp2,P_3_A_1_5_16_comp1+3_A_1_5_16_comp2+3_A_1_5_16_comp3+3_A_1_5_16_comp4+3_A_1_5_16_comp5,R_3_A_1_5_16,TCDB,TCDB.3_A_1_5_16_comp2
G_3_A_1_5_16_comp3,P_3_A_1_5_16_comp1+3_A_1_5_16_comp2+3_A_1_5_16_comp3+3_A_1_5_16_comp4+3_A_1_5_16_comp5,R_3_A_1_5_16,TCDB,TCDB.3_A_1_5_16_comp3
G_3_A_1_5_16_comp4,P_3_A_1_5_16_comp1+3_A_1_5_16_comp2+3_A_1_5_16_comp3+3_A_1_5_16_comp4+3_A_1_5_16_comp5,R_3_A_1_5_16,TCDB,TCDB.3_A_1_5_16_comp4
G_3_A_1_5_16_comp5,P_3_A_1_5_16_comp1+3_A_1_5_16_comp2+3_A_1_5_16_comp3+3_A_1_5_16_comp4+3_A_1_5_16_comp5,R_3_A_1_5_16,TCDB,TCDB.3_A_1_5_16_comp5
G_3_A_1_5_29_comp1,P_3_A_1_5_29_comp1+3_A_1_5_29_comp2+3_A_1_5_29_comp3+3_A_1_5_29_comp4+3_A_1_5_29_comp5,R_3_A_1_5_29,TCDB,TCDB.3_A_1_5_29_comp1
G_3_A_1_5_29_comp2,P_3_A_1_5_29_comp1+3_A_1_5_29_comp2+3_A_1_5_29_comp3+3_A_1_5_29_comp4+3_A_1_5_29_comp5,R_3_A_1_5_29,TCDB,TCDB.3_A_1_5_29_comp2
G_3_A_1_5_29_comp3,P_3_A_1_5_29_comp1+3_A_1_5_29_comp2+3_A_1_5_29_comp3+3_A_1_5_29_comp4+3_A_1_5_29_comp5,R_3_A_1_5_29,TCDB,TCDB.3_A_1_5_29_comp3
G_3_A_1_5_29_comp4,P_3_A_1_5_29_comp1+3_A_1_5_29_comp2+3_A_1_5_29_comp3+3_A_1_5_29_comp4+3_A_1_5_29_comp5,R_3_A_1_5_29,TCDB,TCDB.3_A_1_5_29_comp4
G_3_A_1_5_29_comp5,P_3_A_1_5_29_comp1+3_A_1_5_29_comp2+3_A_1_5_29_comp3+3_A_1_5_29_comp4+3_A_1_5_29_comp5,R_3_A_1_5_29,TCDB,TCDB.3_A_1_5_29_comp5
G_3_A_1_5_13_comp1,P_3_A_1_5_13_comp1+3_A_1_5_13_comp2+3_A_1_5_13_comp3+3_A_1_5_13_comp4+3_A_1_5_13_comp5,R_3_A_1_5_13,TCDB,TCDB.3_A_1_5_13_comp1
G_3_A_1_5_13_comp2,P_3_A_1_5_13_comp1+3_A_1_5_13_comp2+3_A_1_5_13_comp3+3_A_1_5_13_comp4+3_A_1_5_13_comp5,R_3_A_1_5_13,TCDB,TCDB.3_A_1_5_13_comp2
G_3_A_1_5_13_comp3,P_3_A_1_5_13_comp1+3_A_1_5_13_comp2+3_A_1_5_13_comp3+3_A_1_5_13_comp4+3_A_1_5_13_comp5,R_3_A_1_5_13,TCDB,TCDB.3_A_1_5_13_comp3
G_3_A_1_5_13_comp4,P_3_A_1_5_13_comp1+3_A_1_5_13_comp2+3_A_1_5_13_comp3+3_A_1_5_13_comp4+3_A_1_5_13_comp5,R_3_A_1_5_13,TCDB,TCDB.3_A_1_5_13_comp4
G_3_A_1_5_13_comp5,P_3_A_1_5_13_comp1+3_A_1_5_13_comp2+3_A_1_5_13_comp3+3_A_1_5_13_comp4+3_A_1_5_13_comp5,R_3_A_1_5_13,TCDB,TCDB.3_A_1_5_13_comp5
G_3_A_1_2_18_comp1,P_3_A_1_2_18_comp1+3_A_1_2_18_comp2+3_A_1_2_18_comp3,R_3_A_1_2_18,TCDB,TCDB.3_A_1_2_18_comp1
G_3_A_1_2_18_comp2,P_3_A_1_2_18_comp1+3_A_1_2_18_comp2+3_A_1_2_18_comp3,R_3_A_1_2_18,TCDB,TCDB.3_A_1_2_18_comp2
G_3_A_1_2_18_comp3,P_3_A_1_2_18_comp1+3_A_1_2_18_comp2+3_A_1_2_18_comp3,R_3_A_1_2_18,TCDB,TCDB.3_A_1_2_18_comp3
G_3_A_1_25_5_comp1,P_3_A_1_25_5_comp1+3_A_1_25_5_comp2+3_A_1_25_5_comp3+3_A_1_25_5_comp4+3_A_1_25_5_comp5,R_3_A_1_25_5,TCDB,TCDB.3_A_1_25_5_comp1
G_3_A_1_25_5_comp2,P_3_A_1_25_5_comp1+3_A_1_25_5_comp2+3_A_1_25_5_comp3+3_A_1_25_5_comp4+3_A_1_25_5_comp5,R_3_A_1_25_5,TCDB,TCDB.3_A_1_25_5_comp2
G_3_A_1_25_5_comp3,P_3_A_1_25_5_comp1+3_A_1_25_5_comp2+3_A_1_25_5_comp3+3_A_1_25_5_comp4+3_A_1_25_5_comp5,R_3_A_1_25_5,TCDB,TCDB.3_A_1_25_5_comp3
G_3_A_1_25_5_comp4,P_3_A_1_25_5_comp1+3_A_1_25_5_comp2+3_A_1_25_5_comp3+3_A_1_25_5_comp4+3_A_1_25_5_comp5,R_3_A_1_25_5,TCDB,TCDB.3_A_1_25_5_comp4
G_3_A_1_25_5_comp5,P_3_A_1_25_5_comp1+3_A_1_25_5_comp2+3_A_1_25_5_comp3+3_A_1_25_5_comp4+3_A_1_25_5_comp5,R_3_A_1_25_5,TCDB,TCDB.3_A_1_25_5_comp5
G_3_A_1_1_37_comp1,P_3_A_1_1_37_comp1,R_3_A_1_1_37,TCDB,TCDB.3_A_1_1_37_comp1
G_3_A_1_135_5_comp1,P_3_A_1_135_5_comp1+3_A_1_135_5_comp2,R_3_A_1_135_5,TCDB,TCDB.3_A_1_135_5_comp1
G_3_A_1_135_5_comp2,P_3_A_1_135_5_comp1+3_A_1_135_5_comp2,R_3_A_1_135_5,TCDB,TCDB.3_A_1_135_5_comp2
G_3_A_1_5_30_comp1,P_3_A_1_5_30_comp1+3_A_1_5_30_comp2+3_A_1_5_30_comp3+3_A_1_5_30_comp4,R_3_A_1_5_30,TCDB,TCDB.3_A_1_5_30_comp1
G_3_A_1_5_30_comp2,P_3_A_1_5_30_comp1+3_A_1_5_30_comp2+3_A_1_5_30_comp3+3_A_1_5_30_comp4,R_3_A_1_5_30,TCDB,TCDB.3_A_1_5_30_comp2
G_3_A_1_5_30_comp3,P_3_A_1_5_30_comp1+3_A_1_5_30_comp2+3_A_1_5_30_comp3+3_A_1_5_30_comp4,R_3_A_1_5_30,TCDB,TCDB.3_A_1_5_30_comp3
G_3_A_1_5_30_comp4,P_3_A_1_5_30_comp1+3_A_1_5_30_comp2+3_A_1_5_30_comp3+3_A_1_5_30_comp4,R_3_A_1_5_30,TCDB,TCDB.3_A_1_5_30_comp4
G_3_A_3_5_33_comp1,P_3_A_3_5_33_comp1,R_3_A_3_5_33,TCDB,TCDB.3_A_3_5_33_comp1
G_3_A_1_1_38_comp1,P_3_A_1_1_38_comp1+3_A_1_1_38_comp2+3_A_1_1_38_comp3+3_A_1_1_38_comp4,R_3_A_1_1_38,TCDB,TCDB.3_A_1_1_38_comp1
G_3_A_1_1_38_comp2,P_3_A_1_1_38_comp1+3_A_1_1_38_comp2+3_A_1_1_38_comp3+3_A_1_1_38_comp4,R_3_A_1_1_38,TCDB,TCDB.3_A_1_1_38_comp2
G_3_A_1_1_38_comp3,P_3_A_1_1_38_comp1+3_A_1_1_38_comp2+3_A_1_1_38_comp3+3_A_1_1_38_comp4,R_3_A_1_1_38,TCDB,TCDB.3_A_1_1_38_comp3
G_3_A_1_1_38_comp4,P_3_A_1_1_38_comp1+3_A_1_1_38_comp2+3_A_1_1_38_comp3+3_A_1_1_38_comp4,R_3_A_1_1_38,TCDB,TCDB.3_A_1_1_38_comp4
G_3_A_1_1_39_comp1,P_3_A_1_1_39_comp1,R_3_A_1_1_39,TCDB,TCDB.3_A_1_1_39_comp1
G_1_A_35_3_2_comp1,P_1_A_35_3_2_comp1,R_1_A_35_3_2,TCDB,TCDB.1_A_35_3_2_comp1
G_3_A_29_1_7_comp1,P_3_A_29_1_7_comp1,R_3_A_29_1_7,TCDB,TCDB.3_A_29_1_7_comp1
G_3_A_1_1_40_comp1,P_3_A_1_1_40_comp1,R_3_A_1_1_40,TCDB,TCDB.3_A_1_1_40_comp1
G_2_A_66_1_28_comp1,P_2_A_66_1_28_comp1,R_2_A_66_1_28,TCDB,TCDB.2_A_66_1_28_comp1
G_3_A_1_2_19_comp1,P_3_A_1_2_19_comp1+3_A_1_2_19_comp2+3_A_1_2_19_comp3,R_3_A_1_2_19,TCDB,TCDB.3_A_1_2_19_comp1
G_3_A_1_2_19_comp2,P_3_A_1_2_19_comp1+3_A_1_2_19_comp2+3_A_1_2_19_comp3,R_3_A_1_2_19,TCDB,TCDB.3_A_1_2_19_comp2
G_3_A_1_2_19_comp3,P_3_A_1_2_19_comp1+3_A_1_2_19_comp2+3_A_1_2_19_comp3,R_3_A_1_2_19,TCDB,TCDB.3_A_1_2_19_comp3
G_3_A_1_5_12_comp1,P_3_A_1_5_12_comp1+3_A_1_5_12_comp2+3_A_1_5_12_comp3+3_A_1_5_12_comp4+3_A_1_5_12_comp5,R_3_A_1_5_12,TCDB,TCDB.3_A_1_5_12_comp1
G_3_A_1_5_12_comp2,P_3_A_1_5_12_comp1+3_A_1_5_12_comp2+3_A_1_5_12_comp3+3_A_1_5_12_comp4+3_A_1_5_12_comp5,R_3_A_1_5_12,TCDB,TCDB.3_A_1_5_12_comp2
G_3_A_1_5_12_comp3,P_3_A_1_5_12_comp1+3_A_1_5_12_comp2+3_A_1_5_12_comp3+3_A_1_5_12_comp4+3_A_1_5_12_comp5,R_3_A_1_5_12,TCDB,TCDB.3_A_1_5_12_comp3
G_3_A_1_5_12_comp4,P_3_A_1_5_12_comp1+3_A_1_5_12_comp2+3_A_1_5_12_comp3+3_A_1_5_12_comp4+3_A_1_5_12_comp5,R_3_A_1_5_12,TCDB,TCDB.3_A_1_5_12_comp4
G_3_A_1_5_12_comp5,P_3_A_1_5_12_comp1+3_A_1_5_12_comp2+3_A_1_5_12_comp3+3_A_1_5_12_comp4+3_A_1_5_12_comp5,R_3_A_1_5_12,TCDB,TCDB.3_A_1_5_12_comp5
G_2_A_38_1_4_comp1,P_2_A_38_1_4_comp1,R_2_A_38_1_4,TCDB,TCDB.2_A_38_1_4_comp1
G_9_B_161_1_1_comp1,P_9_B_161_1_1_comp1,R_9_B_161_1_1,TCDB,TCDB.9_B_161_1_1_comp1
G_3_A_1_5_31_comp1,P_3_A_1_5_31_comp1+3_A_1_5_31_comp2+3_A_1_5_31_comp3,R_3_A_1_5_31,TCDB,TCDB.3_A_1_5_31_comp1
G_3_A_1_5_31_comp2,P_3_A_1_5_31_comp1+3_A_1_5_31_comp2+3_A_1_5_31_comp3,R_3_A_1_5_31,TCDB,TCDB.3_A_1_5_31_comp2
G_3_A_1_5_31_comp3,P_3_A_1_5_31_comp1+3_A_1_5_31_comp2+3_A_1_5_31_comp3,R_3_A_1_5_31,TCDB,TCDB.3_A_1_5_31_comp3
G_3_A_1_5_14_comp1,P_3_A_1_5_14_comp1+3_A_1_5_14_comp2+3_A_1_5_14_comp3+3_A_1_5_14_comp4+3_A_1_5_14_comp5,R_3_A_1_5_14,TCDB,TCDB.3_A_1_5_14_comp1
G_3_A_1_5_14_comp2,P_3_A_1_5_14_comp1+3_A_1_5_14_comp2+3_A_1_5_14_comp3+3_A_1_5_14_comp4+3_A_1_5_14_comp5,R_3_A_1_5_14,TCDB,TCDB.3_A_1_5_14_comp2
G_3_A_1_5_14_comp3,P_3_A_1_5_14_comp1+3_A_1_5_14_comp2+3_A_1_5_14_comp3+3_A_1_5_14_comp4+3_A_1_5_14_comp5,R_3_A_1_5_14,TCDB,TCDB.3_A_1_5_14_comp3
G_3_A_1_5_14_comp4,P_3_A_1_5_14_comp1+3_A_1_5_14_comp2+3_A_1_5_14_comp3+3_A_1_5_14_comp4+3_A_1_5_14_comp5,R_3_A_1_5_14,TCDB,TCDB.3_A_1_5_14_comp4
G_3_A_1_5_14_comp5,P_3_A_1_5_14_comp1+3_A_1_5_14_comp2+3_A_1_5_14_comp3+3_A_1_5_14_comp4+3_A_1_5_14_comp5,R_3_A_1_5_14,TCDB,TCDB.3_A_1_5_14_comp5
G_3_A_1_5_15_comp1,P_3_A_1_5_15_comp1+3_A_1_5_15_comp2+3_A_1_5_15_comp3+3_A_1_5_15_comp4+3_A_1_5_15_comp5,R_3_A_1_5_15,TCDB,TCDB.3_A_1_5_15_comp1
G_3_A_1_5_15_comp2,P_3_A_1_5_15_comp1+3_A_1_5_15_comp2+3_A_1_5_15_comp3+3_A_1_5_15_comp4+3_A_1_5_15_comp5,R_3_A_1_5_15,TCDB,TCDB.3_A_1_5_15_comp2
G_3_A_1_5_15_comp3,P_3_A_1_5_15_comp1+3_A_1_5_15_comp2+3_A_1_5_15_comp3+3_A_1_5_15_comp4+3_A_1_5_15_comp5,R_3_A_1_5_15,TCDB,TCDB.3_A_1_5_15_comp3
G_3_A_1_5_15_comp4,P_3_A_1_5_15_comp1+3_A_1_5_15_comp2+3_A_1_5_15_comp3+3_A_1_5_15_comp4+3_A_1_5_15_comp5,R_3_A_1_5_15,TCDB,TCDB.3_A_1_5_15_comp4
G_3_A_1_5_15_comp5,P_3_A_1_5_15_comp1+3_A_1_5_15_comp2+3_A_1_5_15_comp3+3_A_1_5_15_comp4+3_A_1_5_15_comp5,R_3_A_1_5_15,TCDB,TCDB.3_A_1_5_15_comp5
G_9_A_52_1_1_comp1,P_9_A_52_1_1_comp1,R_9_A_52_1_1,TCDB,TCDB.9_A_52_1_1_comp1
G_3_A_1_118_1_comp1,P_3_A_1_118_1_comp1,R_3_A_1_118_1,TCDB,TCDB.3_A_1_118_1_comp1
G_3_A_1_130_1_comp1,P_3_A_1_130_1_comp1+3_A_1_130_1_comp2,R_3_A_1_130_1,TCDB,TCDB.3_A_1_130_1_comp1
G_3_A_1_130_1_comp2,P_3_A_1_130_1_comp1+3_A_1_130_1_comp2,R_3_A_1_130_1,TCDB,TCDB.3_A_1_130_1_comp2
G_2_A_15_1_11_comp1,P_2_A_15_1_11_comp1,R_2_A_15_1_11,TCDB,TCDB.2_A_15_1_11_comp1
G_9_B_18_1_4_comp1,P_9_B_18_1_4_comp1,R_9_B_18_1_4,TCDB,TCDB.9_B_18_1_4_comp1
G_2_A_7_5_2_comp1,P_2_A_7_5_2_comp1,R_2_A_7_5_2,TCDB,TCDB.2_A_7_5_2_comp1
G_2_A_1_30_1_comp1,P_2_A_1_30_1_comp1,R_2_A_1_30_1,TCDB,TCDB.2_A_1_30_1_comp1
G_3_A_1_5_7_comp1,P_3_A_1_5_7_comp1,R_3_A_1_5_7,TCDB,TCDB.3_A_1_5_7_comp1
G_3_A_3_3_3_comp1,P_3_A_3_3_3_comp1,R_3_A_3_3_3,TCDB,TCDB.3_A_3_3_3_comp1
G_2_A_2_2_3_comp1,P_2_A_2_2_3_comp1,R_2_A_2_2_3,TCDB,TCDB.2_A_2_2_3_comp1
G_3_D_3_5_4_comp1,P_3_D_3_5_4_comp1+3_D_3_5_4_comp2+3_D_3_5_4_comp3,R_3_D_3_5_4,TCDB,TCDB.3_D_3_5_4_comp1
G_3_D_3_5_4_comp2,P_3_D_3_5_4_comp1+3_D_3_5_4_comp2+3_D_3_5_4_comp3,R_3_D_3_5_4,TCDB,TCDB.3_D_3_5_4_comp2
G_3_D_3_5_4_comp3,P_3_D_3_5_4_comp1+3_D_3_5_4_comp2+3_D_3_5_4_comp3,R_3_D_3_5_4,TCDB,TCDB.3_D_3_5_4_comp3
G_3_D_4_4_5_comp1,P_3_D_4_4_5_comp1+3_D_4_4_5_comp2+3_D_4_4_5_comp3+3_D_4_4_5_comp4,R_3_D_4_4_5,TCDB,TCDB.3_D_4_4_5_comp1
G_3_D_4_4_5_comp2,P_3_D_4_4_5_comp1+3_D_4_4_5_comp2+3_D_4_4_5_comp3+3_D_4_4_5_comp4,R_3_D_4_4_5,TCDB,TCDB.3_D_4_4_5_comp2
G_3_D_4_4_5_comp3,P_3_D_4_4_5_comp1+3_D_4_4_5_comp2+3_D_4_4_5_comp3+3_D_4_4_5_comp4,R_3_D_4_4_5,TCDB,TCDB.3_D_4_4_5_comp3
G_3_D_4_4_5_comp4,P_3_D_4_4_5_comp1+3_D_4_4_5_comp2+3_D_4_4_5_comp3+3_D_4_4_5_comp4,R_3_D_4_4_5,TCDB,TCDB.3_D_4_4_5_comp4
G_2_A_4_8_1_comp1,P_2_A_4_8_1_comp1,R_2_A_4_8_1,TCDB,TCDB.2_A_4_8_1_comp1
G_9_B_111_1_1_comp1,P_9_B_111_1_1_comp1,R_9_B_111_1_1,TCDB,TCDB.9_B_111_1_1_comp1
G_2_A_1_21_16_comp1,P_2_A_1_21_16_comp1,R_2_A_1_21_16,TCDB,TCDB.2_A_1_21_16_comp1
G_2_A_12_1_17_comp1,P_2_A_12_1_17_comp1,R_2_A_12_1_17,TCDB,TCDB.2_A_12_1_17_comp1
G_9_B_141_1_1_comp1,P_9_B_141_1_1_comp1,R_9_B_141_1_1,TCDB,TCDB.9_B_141_1_1_comp1
G_2_A_1_21_15_comp1,P_2_A_1_21_15_comp1,R_2_A_1_21_15,TCDB,TCDB.2_A_1_21_15_comp1
G_1_B_89_1_21_comp1,P_1_B_89_1_21_comp1,R_1_B_89_1_21,TCDB,TCDB.1_B_89_1_21_comp1
G_9_A_31_1_2_comp1,P_9_A_31_1_2_comp1,R_9_A_31_1_2,TCDB,TCDB.9_A_31_1_2_comp1
G_1_A_1_13_5_comp1,P_1_A_1_13_5_comp1,R_1_A_1_13_5,TCDB,TCDB.1_A_1_13_5_comp1
G_1_C_1_3_4_comp1,P_1_C_1_3_4_comp1,R_1_C_1_3_4,TCDB,TCDB.1_C_1_3_4_comp1
G_1_B_14_1_33_comp1,P_1_B_14_1_33_comp1,R_1_B_14_1_33,TCDB,TCDB.1_B_14_1_33_comp1
G_1_B_12_5_4_comp1,P_1_B_12_5_4_comp1,R_1_B_12_5_4,TCDB,TCDB.1_B_12_5_4_comp1
G_3_A_1_15_7_comp1,P_3_A_1_15_7_comp1+3_A_1_15_7_comp2+3_A_1_15_7_comp3+3_A_1_15_7_comp4,R_3_A_1_15_7,TCDB,TCDB.3_A_1_15_7_comp1
G_3_A_1_15_7_comp2,P_3_A_1_15_7_comp1+3_A_1_15_7_comp2+3_A_1_15_7_comp3+3_A_1_15_7_comp4,R_3_A_1_15_7,TCDB,TCDB.3_A_1_15_7_comp2
G_3_A_1_15_7_comp3,P_3_A_1_15_7_comp1+3_A_1_15_7_comp2+3_A_1_15_7_comp3+3_A_1_15_7_comp4,R_3_A_1_15_7,TCDB,TCDB.3_A_1_15_7_comp3
G_3_A_1_15_7_comp4,P_3_A_1_15_7_comp1+3_A_1_15_7_comp2+3_A_1_15_7_comp3+3_A_1_15_7_comp4,R_3_A_1_15_7,TCDB,TCDB.3_A_1_15_7_comp4
G_1_B_12_8_3_comp1,P_1_B_12_8_3_comp1,R_1_B_12_8_3,TCDB,TCDB.1_B_12_8_3_comp1
G_8_A_1_5_1_comp1,P_8_A_1_5_1_comp1,R_8_A_1_5_1,TCDB,TCDB.8_A_1_5_1_comp1
G_2_A_18_3_2_comp1,P_2_A_18_3_2_comp1,R_2_A_18_3_2,TCDB,TCDB.2_A_18_3_2_comp1
G_2_A_18_3_3_comp1,P_2_A_18_3_3_comp1,R_2_A_18_3_3,TCDB,TCDB.2_A_18_3_3_comp1
G_1_A_17_5_19_comp1,P_1_A_17_5_19_comp1,R_1_A_17_5_19,TCDB,TCDB.1_A_17_5_19_comp1
G_9_A_17_1_3_comp1,P_9_A_17_1_3_comp1,R_9_A_17_1_3,TCDB,TCDB.9_A_17_1_3_comp1
G_1_A_8_11_7_comp1,P_1_A_8_11_7_comp1,R_1_A_8_11_7,TCDB,TCDB.1_A_8_11_7_comp1
G_2_A_49_3_2_comp1,P_2_A_49_3_2_comp1,R_2_A_49_3_2,TCDB,TCDB.2_A_49_3_2_comp1
G_1_A_1_7_6_comp1,P_1_A_1_7_6_comp1,R_1_A_1_7_6,TCDB,TCDB.1_A_1_7_6_comp1
G_1_A_8_10_2_comp1,P_1_A_8_10_2_comp1,R_1_A_8_10_2,TCDB,TCDB.1_A_8_10_2_comp1
G_2_A_50_4_10_comp1,P_2_A_50_4_10_comp1,R_2_A_50_4_10,TCDB,TCDB.2_A_50_4_10_comp1
G_4_C_1_1_14_comp1,P_4_C_1_1_14_comp1,R_4_C_1_1_14,TCDB,TCDB.4_C_1_1_14_comp1
G_3_A_1_205_9_comp1,P_3_A_1_205_9_comp1,R_3_A_1_205_9,TCDB,TCDB.3_A_1_205_9_comp1
G_3_A_3_8_6_comp1,P_3_A_3_8_6_comp1,R_3_A_3_8_6,TCDB,TCDB.3_A_3_8_6_comp1
G_2_A_1_1_75_comp1,P_2_A_1_1_75_comp1,R_2_A_1_1_75,TCDB,TCDB.2_A_1_1_75_comp1
G_2_A_71_2_6_comp1,P_2_A_71_2_6_comp1,R_2_A_71_2_6,TCDB,TCDB.2_A_71_2_6_comp1
G_1_E_30_1_1_comp1,P_1_E_30_1_1_comp1,R_1_E_30_1_1,TCDB,TCDB.1_E_30_1_1_comp1
G_1_A_4_2_3_comp1,P_1_A_4_2_3_comp1,R_1_A_4_2_3,TCDB,TCDB.1_A_4_2_3_comp1
G_8_A_117_1_5_comp1,P_8_A_117_1_5_comp1,R_8_A_117_1_5,TCDB,TCDB.8_A_117_1_5_comp1
G_3_A_3_2_16_comp1,P_3_A_3_2_16_comp1,R_3_A_3_2_16,TCDB,TCDB.3_A_3_2_16_comp1
G_8_A_80_1_2_comp1,P_8_A_80_1_2_comp1,R_8_A_80_1_2,TCDB,TCDB.8_A_80_1_2_comp1
G_2_A_5_4_18_comp1,P_2_A_5_4_18_comp1,R_2_A_5_4_18,TCDB,TCDB.2_A_5_4_18_comp1
G_3_A_1_210_7_comp1,P_3_A_1_210_7_comp1,R_3_A_1_210_7,TCDB,TCDB.3_A_1_210_7_comp1
G_8_A_36_1_1_comp1,P_8_A_36_1_1_comp1,R_8_A_36_1_1,TCDB,TCDB.8_A_36_1_1_comp1
G_8_A_97_1_2_comp1,P_8_A_97_1_2_comp1,R_8_A_97_1_2,TCDB,TCDB.8_A_97_1_2_comp1
