gene,protein,reaction,model,BiGG_gene
G_8_A_116_2_1_comp1,P_8_A_116_2_1_comp1,R_8_A_116_2_1,TCDB,TCDB.8_A_116_2_1_comp1
G_1_A_79_1_8_comp1,P_1_A_79_1_8_comp1,R_1_A_79_1_8,TCDB,TCDB.1_A_79_1_8_comp1
G_8_B_36_1_3_comp1,P_8_B_36_1_3_comp1,R_8_B_36_1_3,TCDB,TCDB.8_B_36_1_3_comp1
G_1_A_3_2_16_comp1,P_1_A_3_2_16_comp1,R_1_A_3_2_16,TCDB,TCDB.1_A_3_2_16_comp1
G_2_A_57_2_2_comp1,P_2_A_57_2_2_comp1,R_2_A_57_2_2,TCDB,TCDB.2_A_57_2_2_comp1
G_1_A_4_1_5_comp1,P_1_A_4_1_5_comp1,R_1_A_4_1_5,TCDB,TCDB.1_A_4_1_5_comp1
G_2_A_1_19_17_comp1,P_2_A_1_19_17_comp1,R_2_A_1_19_17,TCDB,TCDB.2_A_1_19_17_comp1
G_1_A_1_8_3_comp1,P_1_A_1_8_3_comp1,R_1_A_1_8_3,TCDB,TCDB.1_A_1_8_3_comp1
G_2_A_1_19_22_comp1,P_2_A_1_19_22_comp1,R_2_A_1_19_22,TCDB,TCDB.2_A_1_19_22_comp1
G_9_A_14_13_2_comp1,P_9_A_14_13_2_comp1,R_9_A_14_13_2,TCDB,TCDB.9_A_14_13_2_comp1
G_3_A_28_1_5_comp1,P_3_A_28_1_5_comp1,R_3_A_28_1_5,TCDB,TCDB.3_A_28_1_5_comp1
G_1_C_81_2_1_comp1,P_1_C_81_2_1_comp1,R_1_C_81_2_1,TCDB,TCDB.1_C_81_2_1_comp1
G_2_A_21_5_7_comp1,P_2_A_21_5_7_comp1,R_2_A_21_5_7,TCDB,TCDB.2_A_21_5_7_comp1
G_2_A_1_14_24_comp1,P_2_A_1_14_24_comp1,R_2_A_1_14_24,TCDB,TCDB.2_A_1_14_24_comp1
G_2_A_7_12_7_comp1,P_2_A_7_12_7_comp1,R_2_A_7_12_7,TCDB,TCDB.2_A_7_12_7_comp1
G_2_A_36_1_9_comp1,P_2_A_36_1_9_comp1,R_2_A_36_1_9,TCDB,TCDB.2_A_36_1_9_comp1
G_3_A_3_8_12_comp1,P_3_A_3_8_12_comp1,R_3_A_3_8_12,TCDB,TCDB.3_A_3_8_12_comp1
G_4_C_1_1_11_comp1,P_4_C_1_1_11_comp1,R_4_C_1_1_11,TCDB,TCDB.4_C_1_1_11_comp1
G_4_C_1_1_13_comp1,P_4_C_1_1_13_comp1,R_4_C_1_1_13,TCDB,TCDB.4_C_1_1_13_comp1
G_3_A_3_8_13_comp1,P_3_A_3_8_13_comp1,R_3_A_3_8_13,TCDB,TCDB.3_A_3_8_13_comp1
G_2_A_2_4_10_comp1,P_2_A_2_4_10_comp1,R_2_A_2_4_10,TCDB,TCDB.2_A_2_4_10_comp1
G_8_A_82_2_5_comp1,P_8_A_82_2_5_comp1,R_8_A_82_2_5,TCDB,TCDB.8_A_82_2_5_comp1
G_2_A_22_2_10_comp1,P_2_A_22_2_10_comp1,R_2_A_22_2_10,TCDB,TCDB.2_A_22_2_10_comp1
G_9_B_188_1_8_comp1,P_9_B_188_1_8_comp1,R_9_B_188_1_8,TCDB,TCDB.9_B_188_1_8_comp1
G_9_B_188_1_3_comp1,P_9_B_188_1_3_comp1,R_9_B_188_1_3,TCDB,TCDB.9_B_188_1_3_comp1
G_1_A_1_5_10_comp1,P_1_A_1_5_10_comp1,R_1_A_1_5_10,TCDB,TCDB.1_A_1_5_10_comp1
G_8_A_24_1_12_comp1,P_8_A_24_1_12_comp1,R_8_A_24_1_12,TCDB,TCDB.8_A_24_1_12_comp1
G_8_A_25_1_6_comp1,P_8_A_25_1_6_comp1,R_8_A_25_1_6,TCDB,TCDB.8_A_25_1_6_comp1
G_8_A_25_1_7_comp1,P_8_A_25_1_7_comp1,R_8_A_25_1_7,TCDB,TCDB.8_A_25_1_7_comp1
G_8_A_66_1_7_comp1,P_8_A_66_1_7_comp1,R_8_A_66_1_7,TCDB,TCDB.8_A_66_1_7_comp1
G_1_B_33_3_4_comp1,P_1_B_33_3_4_comp1,R_1_B_33_3_4,TCDB,TCDB.1_B_33_3_4_comp1
G_2_A_82_1_3_comp1,P_2_A_82_1_3_comp1,R_2_A_82_1_3,TCDB,TCDB.2_A_82_1_3_comp1
G_9_B_135_2_3_comp1,P_9_B_135_2_3_comp1,R_9_B_135_2_3,TCDB,TCDB.9_B_135_2_3_comp1
G_8_A_23_1_52_comp1,P_8_A_23_1_52_comp1,R_8_A_23_1_52,TCDB,TCDB.8_A_23_1_52_comp1
G_1_H_1_1_1_comp1,P_1_H_1_1_1_comp1,R_1_H_1_1_1,TCDB,TCDB.1_H_1_1_1_comp1
G_8_A_34_1_5_comp1,P_8_A_34_1_5_comp1,R_8_A_34_1_5,TCDB,TCDB.8_A_34_1_5_comp1
G_2_D_1_1_10_comp1,P_2_D_1_1_10_comp1,R_2_D_1_1_10,TCDB,TCDB.2_D_1_1_10_comp1
G_8_A_131_1_8_comp1,P_8_A_131_1_8_comp1,R_8_A_131_1_8,TCDB,TCDB.8_A_131_1_8_comp1
G_1_A_4_2_8_comp1,P_1_A_4_2_8_comp1,R_1_A_4_2_8,TCDB,TCDB.1_A_4_2_8_comp1
G_5_B_1_1_3_comp1,P_5_B_1_1_3_comp1,R_5_B_1_1_3,TCDB,TCDB.5_B_1_1_3_comp1
G_9_B_418_1_1_comp1,P_9_B_418_1_1_comp1,R_9_B_418_1_1,TCDB,TCDB.9_B_418_1_1_comp1
G_2_A_1_28_1_comp1,P_2_A_1_28_1_comp1,R_2_A_1_28_1,TCDB,TCDB.2_A_1_28_1_comp1
G_8_A_131_1_4_comp1,P_8_A_131_1_4_comp1,R_8_A_131_1_4,TCDB,TCDB.8_A_131_1_4_comp1
G_9_B_87_1_26_comp1,P_9_B_87_1_26_comp1,R_9_B_87_1_26,TCDB,TCDB.9_B_87_1_26_comp1
G_8_A_32_1_2_comp1,P_8_A_32_1_2_comp1,R_8_A_32_1_2,TCDB,TCDB.8_A_32_1_2_comp1
G_2_A_29_19_2_comp1,P_2_A_29_19_2_comp1,R_2_A_29_19_2,TCDB,TCDB.2_A_29_19_2_comp1
G_8_A_23_1_8_comp1,P_8_A_23_1_8_comp1,R_8_A_23_1_8,TCDB,TCDB.8_A_23_1_8_comp1
G_2_A_30_1_16_comp1,P_2_A_30_1_16_comp1,R_2_A_30_1_16,TCDB,TCDB.2_A_30_1_16_comp1
G_8_A_14_1_3_comp1,P_8_A_14_1_3_comp1,R_8_A_14_1_3,TCDB,TCDB.8_A_14_1_3_comp1
G_1_A_82_1_6_comp1,P_1_A_82_1_6_comp1,R_1_A_82_1_6,TCDB,TCDB.1_A_82_1_6_comp1
G_2_A_1_19_25_comp1,P_2_A_1_19_25_comp1,R_2_A_1_19_25,TCDB,TCDB.2_A_1_19_25_comp1
G_1_A_12_1_6_comp1,P_1_A_12_1_6_comp1,R_1_A_12_1_6,TCDB,TCDB.1_A_12_1_6_comp1
G_8_A_16_2_1_comp1,P_8_A_16_2_1_comp1,R_8_A_16_2_1,TCDB,TCDB.8_A_16_2_1_comp1
G_2_A_6_6_14_comp1,P_2_A_6_6_14_comp1,R_2_A_6_6_14,TCDB,TCDB.2_A_6_6_14_comp1
G_2_A_29_25_2_comp1,P_2_A_29_25_2_comp1,R_2_A_29_25_2,TCDB,TCDB.2_A_29_25_2_comp1
G_2_A_126_1_19_comp1,P_2_A_126_1_19_comp1,R_2_A_126_1_19,TCDB,TCDB.2_A_126_1_19_comp1
G_8_A_10_3_3_comp1,P_8_A_10_3_3_comp1,R_8_A_10_3_3,TCDB,TCDB.8_A_10_3_3_comp1
G_1_B_69_1_1_comp1,P_1_B_69_1_1_comp1,R_1_B_69_1_1,TCDB,TCDB.1_B_69_1_1_comp1
G_4_F_1_1_1_comp1,P_4_F_1_1_1_comp1,R_4_F_1_1_1,TCDB,TCDB.4_F_1_1_1_comp1
G_2_A_60_1_5_comp1,P_2_A_60_1_5_comp1,R_2_A_60_1_5,TCDB,TCDB.2_A_60_1_5_comp1
G_2_A_4_2_6_comp1,P_2_A_4_2_6_comp1,R_2_A_4_2_6,TCDB,TCDB.2_A_4_2_6_comp1
G_2_A_31_2_11_comp1,P_2_A_31_2_11_comp1,R_2_A_31_2_11,TCDB,TCDB.2_A_31_2_11_comp1
G_1_A_13_1_4_comp1,P_1_A_13_1_4_comp1,R_1_A_13_1_4,TCDB,TCDB.1_A_13_1_4_comp1
G_2_A_31_2_12_comp1,P_2_A_31_2_12_comp1,R_2_A_31_2_12,TCDB,TCDB.2_A_31_2_12_comp1
G_9_B_313_1_7_comp1,P_9_B_313_1_7_comp1,R_9_B_313_1_7,TCDB,TCDB.9_B_313_1_7_comp1
G_8_A_124_1_1_comp1,P_8_A_124_1_1_comp1,R_8_A_124_1_1,TCDB,TCDB.8_A_124_1_1_comp1
G_2_A_3_4_2_comp1,P_2_A_3_4_2_comp1,R_2_A_3_4_2,TCDB,TCDB.2_A_3_4_2_comp1
G_2_A_108_2_8_comp1,P_2_A_108_2_8_comp1,R_2_A_108_2_8,TCDB,TCDB.2_A_108_2_8_comp1
G_3_A_1_26_6_comp1,P_3_A_1_26_6_comp1+3_A_1_26_6_comp2+3_A_1_26_6_comp3+3_A_1_26_6_comp4,R_3_A_1_26_6,TCDB,TCDB.3_A_1_26_6_comp1
G_3_A_1_26_6_comp2,P_3_A_1_26_6_comp1+3_A_1_26_6_comp2+3_A_1_26_6_comp3+3_A_1_26_6_comp4,R_3_A_1_26_6,TCDB,TCDB.3_A_1_26_6_comp2
G_3_A_1_26_6_comp3,P_3_A_1_26_6_comp1+3_A_1_26_6_comp2+3_A_1_26_6_comp3+3_A_1_26_6_comp4,R_3_A_1_26_6,TCDB,TCDB.3_A_1_26_6_comp3
G_3_A_1_26_6_comp4,P_3_A_1_26_6_comp1+3_A_1_26_6_comp2+3_A_1_26_6_comp3+3_A_1_26_6_comp4,R_3_A_1_26_6,TCDB,TCDB.3_A_1_26_6_comp4
G_2_A_1_29_2_comp1,P_2_A_1_29_2_comp1,R_2_A_1_29_2,TCDB,TCDB.2_A_1_29_2_comp1
G_3_A_3_5_28_comp1,P_3_A_3_5_28_comp1,R_3_A_3_5_28,TCDB,TCDB.3_A_3_5_28_comp1
G_1_A_1_17_1_comp1,P_1_A_1_17_1_comp1,R_1_A_1_17_1,TCDB,TCDB.1_A_1_17_1_comp1
G_1_A_93_1_1_comp1,P_1_A_93_1_1_comp1,R_1_A_93_1_1,TCDB,TCDB.1_A_93_1_1_comp1
G_1_G_4_1_4_comp1,P_1_G_4_1_4_comp1,R_1_G_4_1_4,TCDB,TCDB.1_G_4_1_4_comp1
G_1_A_122_1_2_comp1,P_1_A_122_1_2_comp1,R_1_A_122_1_2,TCDB,TCDB.1_A_122_1_2_comp1
G_1_A_68_1_2_comp1,P_1_A_68_1_2_comp1,R_1_A_68_1_2,TCDB,TCDB.1_A_68_1_2_comp1
G_1_A_53_1_4_comp1,P_1_A_53_1_4_comp1,R_1_A_53_1_4,TCDB,TCDB.1_A_53_1_4_comp1
G_1_H_1_1_12_comp1,P_1_H_1_1_12_comp1,R_1_H_1_1_12,TCDB,TCDB.1_H_1_1_12_comp1
G_1_H_1_1_10_comp1,P_1_H_1_1_10_comp1,R_1_H_1_1_10,TCDB,TCDB.1_H_1_1_10_comp1
G_2_A_47_1_4_comp1,P_2_A_47_1_4_comp1,R_2_A_47_1_4,TCDB,TCDB.2_A_47_1_4_comp1
G_1_A_4_2_2_comp1,P_1_A_4_2_2_comp1,R_1_A_4_2_2,TCDB,TCDB.1_A_4_2_2_comp1
G_1_A_1_3_4_comp1,P_1_A_1_3_4_comp1,R_1_A_1_3_4,TCDB,TCDB.1_A_1_3_4_comp1
G_8_A_21_3_2_comp1,P_8_A_21_3_2_comp1,R_8_A_21_3_2,TCDB,TCDB.8_A_21_3_2_comp1
G_8_A_29_1_1_comp1,P_8_A_29_1_1_comp1,R_8_A_29_1_1,TCDB,TCDB.8_A_29_1_1_comp1
G_3_A_1_110_8_comp1,P_3_A_1_110_8_comp1,R_3_A_1_110_8,TCDB,TCDB.3_A_1_110_8_comp1
G_1_B_14_9_1_comp1,P_1_B_14_9_1_comp1,R_1_B_14_9_1,TCDB,TCDB.1_B_14_9_1_comp1
G_3_A_1_1_8_comp1,P_3_A_1_1_8_comp1+3_A_1_1_8_comp2+3_A_1_1_8_comp3+3_A_1_1_8_comp4,R_3_A_1_1_8,TCDB,TCDB.3_A_1_1_8_comp1
G_3_A_1_1_8_comp2,P_3_A_1_1_8_comp1+3_A_1_1_8_comp2+3_A_1_1_8_comp3+3_A_1_1_8_comp4,R_3_A_1_1_8,TCDB,TCDB.3_A_1_1_8_comp2
G_3_A_1_1_8_comp3,P_3_A_1_1_8_comp1+3_A_1_1_8_comp2+3_A_1_1_8_comp3+3_A_1_1_8_comp4,R_3_A_1_1_8,TCDB,TCDB.3_A_1_1_8_comp3
G_3_A_1_1_8_comp4,P_3_A_1_1_8_comp1+3_A_1_1_8_comp2+3_A_1_1_8_comp3+3_A_1_1_8_comp4,R_3_A_1_1_8,TCDB,TCDB.3_A_1_1_8_comp4
G_9_B_67_6_3_comp1,P_9_B_67_6_3_comp1,R_9_B_67_6_3,TCDB,TCDB.9_B_67_6_3_comp1
G_2_A_70_1_2_comp1,P_2_A_70_1_2_comp1+2_A_70_1_2_comp2,R_2_A_70_1_2,TCDB,TCDB.2_A_70_1_2_comp1
G_2_A_70_1_2_comp2,P_2_A_70_1_2_comp1+2_A_70_1_2_comp2,R_2_A_70_1_2,TCDB,TCDB.2_A_70_1_2_comp2
G_1_C_58_1_1_comp1,P_1_C_58_1_1_comp1,R_1_C_58_1_1,TCDB,TCDB.1_C_58_1_1_comp1
G_3_A_1_119_2_comp1,P_3_A_1_119_2_comp1+3_A_1_119_2_comp2,R_3_A_1_119_2,TCDB,TCDB.3_A_1_119_2_comp1
G_3_A_1_119_2_comp2,P_3_A_1_119_2_comp1+3_A_1_119_2_comp2,R_3_A_1_119_2,TCDB,TCDB.3_A_1_119_2_comp2
G_9_B_15_2_2_comp1,P_9_B_15_2_2_comp1,R_9_B_15_2_2,TCDB,TCDB.9_B_15_2_2_comp1
G_1_B_12_1_3_comp1,P_1_B_12_1_3_comp1,R_1_B_12_1_3,TCDB,TCDB.1_B_12_1_3_comp1
G_9_B_159_6_4_comp1,P_9_B_159_6_4_comp1,R_9_B_159_6_4,TCDB,TCDB.9_B_159_6_4_comp1
G_1_B_23_1_11_comp1,P_1_B_23_1_11_comp1,R_1_B_23_1_11,TCDB,TCDB.1_B_23_1_11_comp1
G_2_A_3_2_7_comp1,P_2_A_3_2_7_comp1,R_2_A_3_2_7,TCDB,TCDB.2_A_3_2_7_comp1
G_2_A_1_4_6_comp1,P_2_A_1_4_6_comp1,R_2_A_1_4_6,TCDB,TCDB.2_A_1_4_6_comp1
G_9_B_159_6_6_comp1,P_9_B_159_6_6_comp1,R_9_B_159_6_6,TCDB,TCDB.9_B_159_6_6_comp1
G_9_B_159_10_1_comp1,P_9_B_159_10_1_comp1,R_9_B_159_10_1,TCDB,TCDB.9_B_159_10_1_comp1
G_1_C_39_12_2_comp1,P_1_C_39_12_2_comp1,R_1_C_39_12_2,TCDB,TCDB.1_C_39_12_2_comp1
G_1_B_31_1_1_comp1,P_1_B_31_1_1_comp1,R_1_B_31_1_1,TCDB,TCDB.1_B_31_1_1_comp1
G_2_A_103_1_9_comp1,P_2_A_103_1_9_comp1,R_2_A_103_1_9,TCDB,TCDB.2_A_103_1_9_comp1
G_2_A_39_1_6_comp1,P_2_A_39_1_6_comp1,R_2_A_39_1_6,TCDB,TCDB.2_A_39_1_6_comp1
G_3_A_1_146_1_comp1,P_3_A_1_146_1_comp1+3_A_1_146_1_comp2+3_A_1_146_1_comp3+3_A_1_146_1_comp4,R_3_A_1_146_1,TCDB,TCDB.3_A_1_146_1_comp1
G_3_A_1_146_1_comp2,P_3_A_1_146_1_comp1+3_A_1_146_1_comp2+3_A_1_146_1_comp3+3_A_1_146_1_comp4,R_3_A_1_146_1,TCDB,TCDB.3_A_1_146_1_comp2
G_3_A_1_146_1_comp3,P_3_A_1_146_1_comp1+3_A_1_146_1_comp2+3_A_1_146_1_comp3+3_A_1_146_1_comp4,R_3_A_1_146_1,TCDB,TCDB.3_A_1_146_1_comp3
G_3_A_1_146_1_comp4,P_3_A_1_146_1_comp1+3_A_1_146_1_comp2+3_A_1_146_1_comp3+3_A_1_146_1_comp4,R_3_A_1_146_1,TCDB,TCDB.3_A_1_146_1_comp4
G_2_A_12_1_4_comp1,P_2_A_12_1_4_comp1,R_2_A_12_1_4,TCDB,TCDB.2_A_12_1_4_comp1
G_2_A_1_64_2_comp1,P_2_A_1_64_2_comp1,R_2_A_1_64_2,TCDB,TCDB.2_A_1_64_2_comp1
G_3_A_1_210_3_comp1,P_3_A_1_210_3_comp1,R_3_A_1_210_3,TCDB,TCDB.3_A_1_210_3_comp1
G_2_A_7_3_7_comp1,P_2_A_7_3_7_comp1,R_2_A_7_3_7,TCDB,TCDB.2_A_7_3_7_comp1
G_2_A_1_4_11_comp1,P_2_A_1_4_11_comp1,R_2_A_1_4_11,TCDB,TCDB.2_A_1_4_11_comp1
G_1_B_22_2_4_comp1,P_1_B_22_2_4_comp1,R_1_B_22_2_4,TCDB,TCDB.1_B_22_2_4_comp1
G_3_A_1_110_12_comp1,P_3_A_1_110_12_comp1+3_A_1_110_12_comp2+3_A_1_110_12_comp3,R_3_A_1_110_12,TCDB,TCDB.3_A_1_110_12_comp1
G_3_A_1_110_12_comp2,P_3_A_1_110_12_comp1+3_A_1_110_12_comp2+3_A_1_110_12_comp3,R_3_A_1_110_12,TCDB,TCDB.3_A_1_110_12_comp2
G_3_A_1_110_12_comp3,P_3_A_1_110_12_comp1+3_A_1_110_12_comp2+3_A_1_110_12_comp3,R_3_A_1_110_12,TCDB,TCDB.3_A_1_110_12_comp3
G_2_A_1_3_32_comp1,P_2_A_1_3_32_comp1,R_2_A_1_3_32,TCDB,TCDB.2_A_1_3_32_comp1
G_1_C_83_1_2_comp1,P_1_C_83_1_2_comp1,R_1_C_83_1_2,TCDB,TCDB.1_C_83_1_2_comp1
G_3_A_3_5_4_comp1,P_3_A_3_5_4_comp1,R_3_A_3_5_4,TCDB,TCDB.3_A_3_5_4_comp1
G_2_A_6_1_3_comp1,P_2_A_6_1_3_comp1,R_2_A_6_1_3,TCDB,TCDB.2_A_6_1_3_comp1
G_1_B_17_3_4_comp1,P_1_B_17_3_4_comp1,R_1_B_17_3_4,TCDB,TCDB.1_B_17_3_4_comp1
G_1_B_22_2_2_comp1,P_1_B_22_2_2_comp1,R_1_B_22_2_2,TCDB,TCDB.1_B_22_2_2_comp1
G_9_B_81_1_1_comp1,P_9_B_81_1_1_comp1,R_9_B_81_1_1,TCDB,TCDB.9_B_81_1_1_comp1
G_1_C_2_2_3_comp1,P_1_C_2_2_3_comp1,R_1_C_2_2_3,TCDB,TCDB.1_C_2_2_3_comp1
G_1_B_14_11_1_comp1,P_1_B_14_11_1_comp1,R_1_B_14_11_1,TCDB,TCDB.1_B_14_11_1_comp1
G_1_C_82_1_1_comp1,P_1_C_82_1_1_comp1,R_1_C_82_1_1,TCDB,TCDB.1_C_82_1_1_comp1
G_1_B_27_1_1_comp1,P_1_B_27_1_1_comp1,R_1_B_27_1_1,TCDB,TCDB.1_B_27_1_1_comp1
G_1_B_44_1_1_comp1,P_1_B_44_1_1_comp1,R_1_B_44_1_1,TCDB,TCDB.1_B_44_1_1_comp1
G_9_B_12_1_6_comp1,P_9_B_12_1_6_comp1,R_9_B_12_1_6,TCDB,TCDB.9_B_12_1_6_comp1
G_2_A_29_11_2_comp1,P_2_A_29_11_2_comp1,R_2_A_29_11_2,TCDB,TCDB.2_A_29_11_2_comp1
G_1_A_35_5_6_comp1,P_1_A_35_5_6_comp1,R_1_A_35_5_6,TCDB,TCDB.1_A_35_5_6_comp1
G_2_A_7_19_2_comp1,P_2_A_7_19_2_comp1,R_2_A_7_19_2,TCDB,TCDB.2_A_7_19_2_comp1
G_8_A_109_2_1_comp1,P_8_A_109_2_1_comp1,R_8_A_109_2_1,TCDB,TCDB.8_A_109_2_1_comp1
G_2_A_7_19_4_comp1,P_2_A_7_19_4_comp1,R_2_A_7_19_4,TCDB,TCDB.2_A_7_19_4_comp1
G_8_A_82_1_3_comp1,P_8_A_82_1_3_comp1,R_8_A_82_1_3,TCDB,TCDB.8_A_82_1_3_comp1
G_3_A_1_201_5_comp1,P_3_A_1_201_5_comp1,R_3_A_1_201_5,TCDB,TCDB.3_A_1_201_5_comp1
G_8_A_91_1_7_comp1,P_8_A_91_1_7_comp1,R_8_A_91_1_7,TCDB,TCDB.8_A_91_1_7_comp1
G_2_A_7_9_23_comp1,P_2_A_7_9_23_comp1,R_2_A_7_9_23,TCDB,TCDB.2_A_7_9_23_comp1
G_2_A_4_3_4_comp1,P_2_A_4_3_4_comp1,R_2_A_4_3_4,TCDB,TCDB.2_A_4_3_4_comp1
G_2_A_37_1_4_comp1,P_2_A_37_1_4_comp1,R_2_A_37_1_4,TCDB,TCDB.2_A_37_1_4_comp1
G_3_A_1_204_41_comp1,P_3_A_1_204_41_comp1,R_3_A_1_204_41,TCDB,TCDB.3_A_1_204_41_comp1
G_2_A_89_1_2_comp1,P_2_A_89_1_2_comp1,R_2_A_89_1_2,TCDB,TCDB.2_A_89_1_2_comp1
G_2_A_7_4_3_comp1,P_2_A_7_4_3_comp1,R_2_A_7_4_3,TCDB,TCDB.2_A_7_4_3_comp1
G_3_A_1_204_19_comp1,P_3_A_1_204_19_comp1,R_3_A_1_204_19,TCDB,TCDB.3_A_1_204_19_comp1
G_2_A_123_1_24_comp1,P_2_A_123_1_24_comp1,R_2_A_123_1_24,TCDB,TCDB.2_A_123_1_24_comp1
G_1_A_8_11_5_comp1,P_1_A_8_11_5_comp1,R_1_A_8_11_5,TCDB,TCDB.1_A_8_11_5_comp1
G_8_A_175_1_1_comp1,P_8_A_175_1_1_comp1,R_8_A_175_1_1,TCDB,TCDB.8_A_175_1_1_comp1
G_1_A_87_2_9_comp1,P_1_A_87_2_9_comp1,R_1_A_87_2_9,TCDB,TCDB.1_A_87_2_9_comp1
G_1_A_8_11_6_comp1,P_1_A_8_11_6_comp1,R_1_A_8_11_6,TCDB,TCDB.1_A_8_11_6_comp1
G_2_A_29_3_8_comp1,P_2_A_29_3_8_comp1,R_2_A_29_3_8,TCDB,TCDB.2_A_29_3_8_comp1
G_1_E_36_6_5_comp1,P_1_E_36_6_5_comp1,R_1_E_36_6_5,TCDB,TCDB.1_E_36_6_5_comp1
G_1_E_26_2_2_comp1,P_1_E_26_2_2_comp1,R_1_E_26_2_2,TCDB,TCDB.1_E_26_2_2_comp1
G_1_E_29_2_1_comp1,P_1_E_29_2_1_comp1,R_1_E_29_2_1,TCDB,TCDB.1_E_29_2_1_comp1
G_1_E_43_1_6_comp1,P_1_E_43_1_6_comp1,R_1_E_43_1_6,TCDB,TCDB.1_E_43_1_6_comp1
G_9_B_14_1_4_comp1,P_9_B_14_1_4_comp1,R_9_B_14_1_4,TCDB,TCDB.9_B_14_1_4_comp1
G_1_A_120_1_5_comp1,P_1_A_120_1_5_comp1,R_1_A_120_1_5,TCDB,TCDB.1_A_120_1_5_comp1
G_8_B_43_1_4_comp1,P_8_B_43_1_4_comp1,R_8_B_43_1_4,TCDB,TCDB.8_B_43_1_4_comp1
G_3_E_1_1_10_comp1,P_3_E_1_1_10_comp1,R_3_E_1_1_10,TCDB,TCDB.3_E_1_1_10_comp1
G_1_A_60_1_3_comp1,P_1_A_60_1_3_comp1,R_1_A_60_1_3,TCDB,TCDB.1_A_60_1_3_comp1
G_1_G_7_2_4_comp1,P_1_G_7_2_4_comp1,R_1_G_7_2_4,TCDB,TCDB.1_G_7_2_4_comp1
G_1_W_6_1_3_comp1,P_1_W_6_1_3_comp1,R_1_W_6_1_3,TCDB,TCDB.1_W_6_1_3_comp1
G_1_A_11_4_12_comp1,P_1_A_11_4_12_comp1,R_1_A_11_4_12,TCDB,TCDB.1_A_11_4_12_comp1
G_9_B_377_1_2_comp1,P_9_B_377_1_2_comp1,R_9_B_377_1_2,TCDB,TCDB.9_B_377_1_2_comp1
G_1_C_99_2_3_comp1,P_1_C_99_2_3_comp1,R_1_C_99_2_3,TCDB,TCDB.1_C_99_2_3_comp1
G_1_C_3_4_7_comp1,P_1_C_3_4_7_comp1,R_1_C_3_4_7,TCDB,TCDB.1_C_3_4_7_comp1
G_1_B_20_1_12_comp1,P_1_B_20_1_12_comp1,R_1_B_20_1_12,TCDB,TCDB.1_B_20_1_12_comp1
G_1_E_62_1_1_comp1,P_1_E_62_1_1_comp1,R_1_E_62_1_1,TCDB,TCDB.1_E_62_1_1_comp1
G_1_W_1_1_6_comp1,P_1_W_1_1_6_comp1,R_1_W_1_1_6,TCDB,TCDB.1_W_1_1_6_comp1
G_8_A_218_1_6_comp1,P_8_A_218_1_6_comp1,R_8_A_218_1_6,TCDB,TCDB.8_A_218_1_6_comp1
G_9_B_330_3_2_comp1,P_9_B_330_3_2_comp1,R_9_B_330_3_2,TCDB,TCDB.9_B_330_3_2_comp1
G_1_E_42_1_7_comp1,P_1_E_42_1_7_comp1,R_1_E_42_1_7,TCDB,TCDB.1_E_42_1_7_comp1
G_9_B_346_1_6_comp1,P_9_B_346_1_6_comp1,R_9_B_346_1_6,TCDB,TCDB.9_B_346_1_6_comp1
G_1_A_60_1_2_comp1,P_1_A_60_1_2_comp1,R_1_A_60_1_2,TCDB,TCDB.1_A_60_1_2_comp1
G_1_A_9_1_21_comp1,P_1_A_9_1_21_comp1+1_A_9_1_21_comp2+1_A_9_1_21_comp3+1_A_9_1_21_comp4,R_1_A_9_1_21,TCDB,TCDB.1_A_9_1_21_comp1
G_1_A_9_1_21_comp2,P_1_A_9_1_21_comp1+1_A_9_1_21_comp2+1_A_9_1_21_comp3+1_A_9_1_21_comp4,R_1_A_9_1_21,TCDB,TCDB.1_A_9_1_21_comp2
G_1_A_9_1_21_comp3,P_1_A_9_1_21_comp1+1_A_9_1_21_comp2+1_A_9_1_21_comp3+1_A_9_1_21_comp4,R_1_A_9_1_21,TCDB,TCDB.1_A_9_1_21_comp3
G_1_A_9_1_21_comp4,P_1_A_9_1_21_comp1+1_A_9_1_21_comp2+1_A_9_1_21_comp3+1_A_9_1_21_comp4,R_1_A_9_1_21,TCDB,TCDB.1_A_9_1_21_comp4
G_9_B_432_1_1_comp1,P_9_B_432_1_1_comp1,R_9_B_432_1_1,TCDB,TCDB.9_B_432_1_1_comp1
G_1_A_4_4_2_comp1,P_1_A_4_4_2_comp1,R_1_A_4_4_2,TCDB,TCDB.1_A_4_4_2_comp1
G_2_A_1_55_5_comp1,P_2_A_1_55_5_comp1,R_2_A_1_55_5,TCDB,TCDB.2_A_1_55_5_comp1
G_1_W_4_1_4_comp1,P_1_W_4_1_4_comp1,R_1_W_4_1_4,TCDB,TCDB.1_W_4_1_4_comp1
G_1_W_4_1_2_comp1,P_1_W_4_1_2_comp1,R_1_W_4_1_2,TCDB,TCDB.1_W_4_1_2_comp1
G_3_A_1_126_5_comp1,P_3_A_1_126_5_comp1,R_3_A_1_126_5,TCDB,TCDB.3_A_1_126_5_comp1
G_1_A_125_1_4_comp1,P_1_A_125_1_4_comp1,R_1_A_125_1_4,TCDB,TCDB.1_A_125_1_4_comp1
G_1_E_43_1_16_comp1,P_1_E_43_1_16_comp1,R_1_E_43_1_16,TCDB,TCDB.1_E_43_1_16_comp1
